   locus        mean         std         KLD
     777    0.701551    0.686752    0.003393
     778    0.701830    0.725990    0.004348
     779    0.736650    0.752872    0.001010
     780    0.772451    0.778890    0.000298
     781    0.763099    0.778621    0.000577
     782    0.655971    0.672490    0.010637
     783    0.913722    0.960074    0.022179
     784    0.791703    0.821128    0.002814
     785    0.786783    0.827325    0.004193
     786    0.818160    0.824975    0.003183
     787    0.753630    0.778965    0.001486
     788    0.778243    0.785311    0.000495
     789    0.661251    0.668816    0.008937
     790    0.711828    0.740451    0.003967
     791    0.754460    0.812447    0.007628
     792    0.810828    0.886968    0.013755
     793    2.549950    2.112521    1.192435
     794    0.728278    0.777202    0.006576
     795    0.782636    0.795779    0.000931
     796    0.699378    0.734337    0.006305
     797    0.741606    0.741261    0.000212
     798    0.877468    0.954398    0.021343
     799    0.782470    0.795685    0.000928
     800    0.783576    0.802398    0.001356
     801    0.800778    0.838066    0.004419
     802    0.816629    0.873410    0.009184
     803    0.757149    0.765251    0.000155
     804    0.706357    0.781610    0.016938
     805    0.779826    0.830324    0.005864
     806    0.732449    0.819445    0.018648
     807    0.714069    0.727518    0.002148
     808    0.714813    0.738320    0.003033
     809    0.672909    0.709671    0.010551
     810    0.689302    0.787708    0.030365
     811    0.795449    0.835293    0.004497
     812    0.785009    0.802212    0.001296
     813    0.731014    0.800724    0.012310
     814    0.765614    0.825044    0.007837
     815    0.737425    0.735549    0.000350
     816    0.755638    0.827482    0.011635
     817    0.732872    0.841465    0.028625
     818    0.843656    0.887480    0.009576
     819    0.906447    0.971667    0.023911
     820    0.776138    0.812667    0.003188
     821    0.708184    0.695812    0.002565
     822    0.678383    0.735569    0.014970
     823    0.718079    0.796923    0.016863
     824    0.689410    0.726701    0.008044
     825    0.780079    0.795176    0.000947
     826    0.764904    0.784514    0.000916
     827    0.789521    0.808386    0.001642
     828    0.683369    0.702778    0.006130
     829    0.785420    0.765288    0.001516
     830    0.731297    0.677382    0.007617
     831    0.745702    0.741946    0.000144
     832    0.731559    0.741871    0.000847
     833    0.816650    0.861656    0.006876
     834    0.754279    0.797077    0.004177
     835    0.679009    0.723810    0.011343
     836    0.761934    0.782746    0.000998
     837    0.815980    0.830513    0.003297
     838    0.716899    0.709057    0.001609
     839    0.727808    0.746548    0.001638
     840    0.689889    0.737140    0.010252
     841    0.716424    0.721703    0.001572
     842    0.740657    0.774187    0.002902
     843    0.710849    0.704063    0.002057
     844    0.743819    0.783705    0.003883
     845    0.739239    0.731887    0.000404
     846    0.795880    0.813009    0.001879
     847    0.777843    0.747755    0.002282
     848    0.719924    0.727927    0.001413
     849    0.768967    0.798859    0.002090
     850    0.755248    0.743837    0.000288
     851    0.720342    0.735040    0.001767
     852    0.796568    0.786684    0.001505
     853    0.816938    0.869975    0.008418
     854    0.773887    0.744276    0.002114
     855    0.722961    0.737472    0.001580
     856    0.729340    0.716428    0.001083
     857    0.856300    0.938961    0.019892
     858    0.696225    0.745676    0.009932
     859    0.772012    0.810955    0.003493
     860    0.726199    0.721854    0.000899
     861    0.832026    0.894724    0.011925
     862    0.771492    0.833010    0.008379
     863    0.888834    1.018055    0.040643
     864    0.757207    0.723654    0.002517
     865    0.750578    0.755198    0.000090
     866    0.756845    0.748919    0.000135
     867    0.742411    0.719743    0.001378
     868    0.971303    1.081929    0.050441
     869    0.747314    0.740091    0.000199
     870    0.745832    0.798526    0.006559
     871    0.682581    0.696294    0.005720
     872    0.714932    0.747196    0.004258
     873    0.749250    0.790366    0.003957
     874    0.739924    0.784180    0.004892
     875    0.740594    0.755007    0.000742
     876    0.737557    0.831656    0.021212
     877    0.756332    0.849856    0.019616
     878    0.747713    0.833443    0.016957
     879    0.796949    0.818291    0.002279
     880    0.766213    0.773929    0.000209
     881    0.758730    0.847773    0.017682
     882    0.739214    0.822174    0.016460
     883    0.786896    0.787514    0.000756
     884    0.741635    0.755789    0.000693
     885    0.727522    0.722182    0.000848
     886    0.779754    0.822090    0.004260
     887    0.745022    0.764513    0.001027
     888    0.742953    0.801659    0.008230
     889    0.760851    0.743090    0.000702
     890    0.750276    0.745825    0.000083
     891    0.716322    0.744791    0.003561
     892    0.716403    0.727293    0.001806
     893    0.732258    0.796888    0.010585
     894    0.819993    0.875907    0.009279
     895    0.795301    0.902711    0.024605
     896    0.825067    0.879745    0.009481
     897    0.762919    0.776947    0.000477
     898    0.780637    0.763973    0.001049
     899    0.751483    0.832972    0.015136
     900    0.733571    0.752225    0.001342
     901    0.725838    0.697136    0.002877
     902    0.746622    0.757028    0.000356
     903    0.827790    0.861714    0.006291
     904    0.785952    0.803592    0.001372
     905    0.707945    0.696804    0.002513
     906    0.762485    0.749719    0.000377
     907    0.734868    0.797291    0.009738
     908    0.714639    0.710836    0.001667
     909    0.764683    0.790743    0.001566
     910    0.799539    0.872375    0.012200
     911    0.862364    0.986817    0.035521
     912    0.763051    0.842628    0.014012
     913    0.808946    0.835350    0.003635
     914    0.689120    0.675752    0.004764
     915    0.712641    0.723904    0.002127
     916    0.671780    0.692036    0.008060
     917    0.728759    0.739194    0.000992
     918    0.822745    0.913879    0.019316
     919    0.773365    0.837706    0.009150
     920    0.722333    0.738286    0.001730
     921    0.735759    0.771989    0.003552
     922    0.797511    0.844574    0.005885
     923    0.731080    0.777928    0.005915
     924    0.768819    0.759005    0.000321
     925    0.873221    0.965400    0.025006
     926    0.843635    0.806926    0.008500
     927    0.886612    0.945048    0.018768
     928    0.790337    0.906264    0.028478
     929    0.722303    0.751733    0.003250
     930    0.716865    0.735596    0.002360
     931    0.710358    0.714353    0.002032
     932    0.749055    0.737795    0.000339
     933    0.744703    0.783883    0.003724
     934    0.780766    0.809510    0.002246
     935    0.766667    0.767222    0.000080
     936    0.758269    0.787766    0.001972
     937    0.711478    0.742274    0.004328
     938    0.697303    0.688981    0.003470
     939    0.722998    0.755552    0.003680
     940    0.766206    0.794135    0.001804
     941    0.738782    0.769717    0.002579
     942    0.754773    0.753068    0.000010
     943    0.849602    0.949538    0.024667
     944    0.878475    0.938633    0.017684
     945    0.678138    0.686103    0.006034
     946    0.688254    0.690491    0.004419
     947    0.789048    0.806357    0.001500
     948    0.739451    0.777770    0.003759
     949    0.880866    0.939288    0.017750
     950    0.732309    0.759960    0.002406
     951    0.720764    0.758748    0.004791
     952    0.733598    0.714370    0.001364
     953    0.778801    0.795219    0.000989
     954    0.776568    0.759079    0.000967
     955    0.727434    0.746573    0.001696
     956    0.707116    0.673465    0.005186
     957    0.668241    0.727211    0.017509
     958    0.706414    0.745461    0.006305
     959    0.686334    0.721395    0.008046
     960    0.716894    0.719218    0.001478
     961    0.737397    0.736970    0.000345
     962    0.778170    0.769763    0.000524
     963    0.746851    0.810562    0.009470
     964    0.792607    0.815285    0.002139
     965    0.859340    0.909320    0.012753
     966    0.842868    0.876215    0.008009
     967    0.774037    0.828678    0.006683
     968    0.795822    0.799387    0.001294
     969    0.743331    0.777494    0.002911
     970    0.713816    0.737964    0.003193
     971    0.788853    0.846954    0.007859
     972    0.804982    0.817081    0.002221
     973    0.716506    0.735260    0.002390
     974    0.732282    0.756462    0.001973
     975    0.725381    0.788884    0.010776
     976    0.732258    0.733363    0.000554
     977    0.750988    0.775229    0.001394
     978    0.758892    0.737966    0.000969
     979    0.688026    0.769196    0.022298
     980    0.752934    0.824584    0.011669
     981    0.804943    0.806530    0.001923
     982    0.750202    0.760506    0.000294
     983    0.768411    0.829441    0.008247
     984    0.750707    0.769358    0.000847
     985    0.827116    0.844053    0.004583
     986    0.728625    0.777395    0.006516
     987    0.827327    0.827037    0.004054
     988    0.792568    0.834308    0.004661
     989    0.735046    0.764925    0.002583
     990    0.738184    0.744992    0.000433
     991    0.858706    0.877168    0.008883
     992    0.737888    0.787047    0.006065
     993    0.775277    0.790986    0.000826
     994    0.781971    0.782135    0.000528
     995    0.715945    0.720554    0.001591
     996    0.796626    0.783798    0.001642
     997    0.746149    0.761962    0.000698
     998    0.752871    0.792774    0.003658
     999    0.750283    0.728568    0.001106
    1000    0.697922    0.733113    0.006522
    1001    0.719400    0.773491    0.008579
    1002    0.799872    0.807600    0.001665
    1003    0.772404    0.796286    0.001452
    1004    0.752224    0.826256    0.012481
    1005    0.716713    0.757017    0.005572
    1006    0.683884    0.700254    0.005754
    1007    0.745594    0.731424    0.000571
    1008    0.735393    0.723980    0.000720
    1009    0.957059    0.988813    0.031181
    1010    0.729693    0.769706    0.004568
    1011    0.782114    0.855402    0.011836
    1012    0.791306    0.867928    0.013055
    1013    0.702009    0.755604    0.010304
    1014    0.772795    0.794252    0.001222
    1015    0.794815    0.816807    0.002205
    1016    0.772886    0.801974    0.002060
    1017    0.723816    0.772900    0.006938
    1018    0.738711    0.784354    0.005239
    1019    0.827143    0.839742    0.004342
    1020    0.895945    1.014833    0.037576
    1021    0.767225    0.726945    0.003632
    1022    0.789569    0.851895    0.008931
    1023    0.808029    0.803161    0.002209
    1024    0.791655    0.886893    0.019583
    1025    0.756240    0.759959    0.000035
    1026    0.733508    0.807790    0.013684
    1027    0.848357    0.897333    0.011045
    1028    0.801828    0.824043    0.002686
    1029    0.728853    0.763203    0.003598
    1030    0.741376    0.716307    0.001677
    1031    0.806075    0.806628    0.002008
    1032    0.746736    0.783920    0.003312
    1033    0.842070    0.884102    0.009097
    1034    0.714184    0.730061    0.002321
    1035    0.806013    0.862533    0.008353
    1036    0.700545    0.701604    0.002941
    1037    0.692682    0.754837    0.014208
    1038    0.747047    0.795961    0.005632
    1039    0.793507    0.877139    0.015399
    1040    0.762083    0.786550    0.001369
    1041    0.706924    0.712369    0.002380
    1042    0.765108    0.869747    0.024020
    1043    0.722795    0.727115    0.001108
    1044    0.769483    0.777305    0.000272
    1045    0.764528    0.761815    0.000062
    1046    0.734156    0.777538    0.004989
    1047    0.792069    0.824328    0.003194
    1048    0.793021    0.930767    0.039631
    1049    0.717160    0.732125    0.002016
    1050    0.738032    0.777365    0.004005
    1051    0.705173    0.692752    0.002855
    1052    0.782380    0.896019    0.027556
    1053    0.706405    0.721902    0.002981
    1054    0.794616    0.842325    0.005855
    1055    0.739300    0.730831    0.000443
    1056    0.687291    0.712068    0.006226
    1057    0.741773    0.774542    0.002744
    1058    0.712457    0.760028    0.007572
    1059    0.664115    0.725780    0.019321
    1060    0.764626    0.800523    0.002912
    1061    0.784286    0.793825    0.000828
    1062    0.801336    0.831834    0.003531
    1063    0.866161    0.944913    0.020121
    1064    0.705283    0.705046    0.002455
    1065    0.787716    0.888327    0.021716
    1066    0.706528    0.711709    0.002409
    1067    0.729236    0.782605    0.007609
    1068    0.741255    0.749251    0.000379
    1069    0.694163    0.756016    0.013885
    1070    0.758247    0.759656    0.000007
    1071    1.068701    1.213289    0.090325
    1072    0.727563    0.732331    0.000841
    1073    0.893685    0.938322    0.017785
    1074    0.658857    0.716460    0.019073
    1075    0.761144    0.834015    0.011809
    1076    0.751980    0.765187    0.000432
    1077    0.741125    0.770494    0.002270
    1078    0.780760    0.818617    0.003531
    1079    0.767188    0.806994    0.003579
    1080    0.766371    0.835549    0.010567
    1081    0.747280    0.766403    0.000944
    1082    0.727642    0.789849    0.010195
    1083    0.732266    0.820582    0.019216
    1084    0.693042    0.726163    0.006760
    1085    0.727836    0.794487    0.011564
    1086    0.890773    0.948484    0.019393
    1087    0.718905    0.750582    0.003841
    1088    0.701879    0.745980    0.007903
    1089    0.711169    0.722327    0.002245
    1090    0.655318    0.681059    0.011947
    1091    0.799207    0.810856    0.001775
    1092    1.051491    1.198192    0.085306
    1093    0.760729    0.801045    0.003653
    1094    0.696254    0.733436    0.007110
    1095    0.782765    0.799373    0.001156
    1096    0.783882    0.801269    0.001259
    1097    0.755790    0.764966    0.000199
    1098    0.739714    0.813974    0.013229
    1099    0.729674    0.854616    0.038132
    1100    0.745150    0.752089    0.000244
    1101    0.686079    0.682740    0.004723
    1102    0.676803    0.732133    0.014673
    1103    0.756415    0.766083    0.000219
    1104    0.784150    0.847173    0.008954
    1105    0.732639    0.777800    0.005450
    1106    0.723821    0.680393    0.005632
    1107    0.716189    0.716010    0.001515
    1108    0.793296    0.818167    0.002393
    1109    0.722596    0.779942    0.009194
    1110    0.695043    0.688363    0.003668
    1111    0.766772    0.800892    0.002655
    1112    0.700940    0.724745    0.004401
    1113    0.757903    0.856613    0.021747
    1114    0.737906    0.741108    0.000354
    1115    1.165478    1.320046    0.130553
    1116    0.750137    0.815647    0.009868
    1117    0.794125    0.914950    0.030779
    1118    0.738535    0.807681    0.011589
    1119    0.783703    0.858253    0.012249
    1120    0.757725    0.777897    0.000930
    1121    0.777656    0.797955    0.001256
    1122    0.815634    0.867369    0.008047
    1123    0.709606    0.749391    0.006126
    1124    0.774008    0.809570    0.002988
    1125    0.851999    0.921129    0.015745
    1126    0.689350    0.701735    0.004687
    1127    0.725178    0.759646    0.003848
    1128    0.758976    0.902592    0.045690
    1129    0.760154    0.815900    0.006952
    1130    0.733668    0.749804    0.001126
    1131    0.720323    0.785747    0.011842
    1132    0.824045    0.835476    0.003951
    1133    0.812512    0.853216    0.005811
    1134    0.758143    0.794765    0.003030
    1135    0.774609    0.758234    0.000828
    1136    0.786454    0.846378    0.008225
    1137    0.720871    0.752628    0.003706
    1138    0.840702    0.877453    0.008167
    1139    0.769421    0.823297    0.006465
    1140    0.690677    0.704337    0.004606
    1141    0.707325    0.822409    0.036104
    1142    0.780695    0.833056    0.006290
    1143    0.751206    0.800215    0.005534
    1144    0.731288    0.721035    0.000840
    1145    0.762430    0.800858    0.003321
    1146    0.660787    0.668708    0.009043
    1147    0.796580    0.925714    0.034913
    1148    0.777716    0.832323    0.006733
    1149    0.772217    0.758422    0.000598
    1150    0.720646    0.811079    0.021396
    1151    0.730563    0.709523    0.001684
    1152    0.805181    0.827459    0.002939
    1153    0.781138    0.817438    0.003299
    1154    0.732908    0.727468    0.000588
    1155    0.696708    0.761028    0.014334
    1156    0.745772    0.749507    0.000149
    1157    0.749296    0.727882    0.001092
    1158    0.718665    0.755629    0.004765
    1159    0.919732    1.080508    0.059254
    1160    0.890425    0.931527    0.016665
    1161    0.719861    0.752690    0.003953
    1162    0.769627    0.727498    0.003989
    1163    0.750706    0.767538    0.000698
    1164    0.763442    0.852178    0.017378
    1165    0.775870    0.787621    0.000608
    1166    0.799011    0.829751    0.003406
    1167    0.747780    0.750794    0.000100
    1168    0.811083    0.885415    0.013241
    1169    0.818380    0.816360    0.003116
    1170    0.758381    0.806799    0.005273
    1171    0.802300    0.869775    0.010831
    1172    0.784228    0.819718    0.003288
    1173    0.764265    0.793158    0.001907
    1174    0.710237    0.731350    0.003155
    1175    0.754094    0.747519    0.000101
    1176    0.908623    0.931068    0.018504
    1177    0.742573    0.809032    0.010502
    1178    0.721987    0.742418    0.002159
    1179    0.718210    0.691674    0.003111
    1180    0.628035    0.679239    0.024996
    1181    0.804221    0.906029    0.022412
    1182    0.765478    0.803400    0.003246
    1183    0.759867    0.774730    0.000512
    1184    0.788007    0.768713    0.001571
    1185    0.719865    0.679743    0.005247
    1186    0.794925    0.825684    0.003158
    1187    0.757114    0.803344    0.004825
    1188    0.799091    0.888367    0.017516
    1189    0.732553    0.764242    0.002970
    1190    0.689439    0.716746    0.006291
    1191    0.762419    0.737383    0.001400
    1192    0.776535    0.787359    0.000584
    1193    0.733707    0.751139    0.001229
    1194    0.717410    0.762846    0.006612
    1195    0.724550    0.760353    0.004120
    1196    0.746223    0.765159    0.000950
    1197    0.691151    0.678070    0.004480
    1198    0.762875    0.764913    0.000040
    1199    0.702694    0.772595    0.015440
    1200    0.731422    0.754689    0.001911
    1201    0.700520    0.767065    0.014553
    1202    0.736278    0.771223    0.003310
    1203    0.801354    0.816320    0.002106
    1204    0.764099    0.771646    0.000175
    1205    0.800916    0.850800    0.006632
    1206    0.756214    0.791348    0.002804
    1207    0.695500    0.725015    0.005843
    1208    0.735473    0.777722    0.004689
    1209    0.795807    0.819762    0.002450
    1210    0.961247    1.043796    0.040411
    1211    0.753197    0.781444    0.001846
    1212    0.795903    0.807083    0.001534
    1213    0.661374    0.750448    0.031982
    1214    0.698796    0.655377    0.008102
    1215    0.702010    0.689446    0.003185
    1216    0.748293    0.752172    0.000106
    1217    0.716592    0.726704    0.001750
    1218    0.769372    0.847401    0.013357
    1219    0.783293    0.805981    0.001684
    1220    0.713088    0.712261    0.001759
    1221    0.757818    0.768333    0.000258
    1222    0.756370    0.787743    0.002239
    1223    0.783821    0.813873    0.002524
    1224    0.771988    0.825779    0.006463
    1225    0.724957    0.726291    0.000933
    1226    0.720278    0.721083    0.001225
    1227    0.746488    0.758344    0.000434
    1228    0.727122    0.742957    0.001430
    1229    0.752486    0.783072    0.002169
    1230    0.723134    0.791343    0.012488
    1231    0.783476    0.883724    0.021587
    1232    0.760293    0.751786    0.000164
    1233    0.758559    0.735657    0.001162
    1234    0.697343    0.804559    0.033531
    1235    0.743367    0.801639    0.008093
    1236    0.755057    0.812074    0.007363
    1237    0.673753    0.674147    0.006545
    1238    0.730815    0.730355    0.000617
    1239    0.718329    0.782972    0.011787
    1240    0.785559    0.810302    0.001986
    1241    0.732638    0.745738    0.000957
    1242    0.716353    0.747283    0.003926
    1243    0.763546    0.770102    0.000137
    1244    0.793948    0.816903    0.002242
    1245    0.742461    0.832444    0.019037
    1246    0.793849    0.807631    0.001541
    1247    0.720367    0.735774    0.001819
    1248    0.743149    0.813522    0.011713
    1249    0.831127    0.887198    0.010372
    1250    0.679344    0.682272    0.005692
    1251    0.758972    0.782598    0.001270
    1252    0.720833    0.796582    0.015379
    1253    0.730590    0.713398    0.001329
    1254    0.692886    0.753538    0.013684
    1255    0.744026    0.801791    0.007927
    1256    0.704389    0.719785    0.003171
    1257    0.750179    0.818631    0.010763
    1258    0.764319    0.820550    0.007033
    1259    0.758648    0.830042    0.011401
    1260    0.696721    0.762198    0.014728
    1261    0.736480    0.741613    0.000445
    1262    0.782669    0.800300    0.001226
    1263    0.788788    0.819784    0.002863
    1264    0.717729    0.736231    0.002273
    1265    0.725062    0.740621    0.001528
    1266    0.741786    0.772071    0.002377
    1267    0.697756    0.749088    0.010229
    1268    0.795143    0.795523    0.001223
    1269    0.739681    0.783817    0.004878
    1270    0.730569    0.782727    0.007211
    1271    0.760940    0.826035    0.009443
    1272    0.745875    0.777234    0.002410
    1273    0.783230    0.816293    0.002900
    1274    0.944819    1.048937    0.042048
    1275    0.682233    0.674595    0.005392
    1276    0.843237    0.924452    0.017956
    1277    0.735254    0.761569    0.002095
    1278    0.845735    0.833747    0.006612
    1279    0.655264    0.685515    0.012717
    1280    0.698970    0.671776    0.005043
    1281    0.728420    0.762772    0.003624
    1282    0.733215    0.825843    0.020976
    1283    0.721445    0.738554    0.001884
    1284    0.780631    0.809233    0.002224
    1285    0.784124    0.774399    0.000813
    1286    0.746354    0.767033    0.001108
    1287    0.712047    0.763569    0.008604
    1288    0.709602    0.700875    0.002242
    1289    0.708884    0.736643    0.004115
    1290    0.713166    0.708762    0.001797
    1291    0.757250    0.799784    0.004087
    1292    0.716096    0.777607    0.011029
    1293    0.819366    0.835003    0.003689
    1294    0.760924    0.776486    0.000565
    1295    0.786828    0.763421    0.001878
    1296    0.732626    0.753213    0.001568
    1297    0.765715    0.773755    0.000213
    1298    0.765999    0.855713    0.017677
    1299    0.792882    0.852073    0.008277
    1300    0.759519    0.747052    0.000343
    1301    0.665838    0.721535    0.016926
    1302    0.770288    0.822531    0.006095
    1303    0.778847    0.811197    0.002650
    1304    0.681269    0.704026    0.006835
    1305    0.748472    0.775420    0.001756
    1306    0.760696    0.847544    0.016749
    1307    0.781177    0.824160    0.004419
    1308    0.731287    0.733608    0.000610
    1309    0.690767    0.671665    0.005050
    1310    0.700698    0.719115    0.003827
    1311    0.737861    0.719201    0.001139
    1312    0.758623    0.772963    0.000475
    1313    0.702450    0.725554    0.004151
    1314    0.742286    0.822911    0.015352
    1315    0.755290    0.803823    0.005343
    1316    0.754188    0.749393    0.000056
    1317    0.748899    0.769723    0.001072
    1318    0.840576    0.869931    0.007257
    1319    0.754288    0.775864    0.001078
    1320    0.811489    0.818685    0.002571
    1321    0.761546    0.745501    0.000578
    1322    0.728895    0.802020    0.013655
    1323    0.794721    0.864912    0.011243
    1324    0.775393    0.842515    0.009942
    1325    0.766511    0.799044    0.002420
    1326    0.748581    0.762530    0.000523
    1327    0.757832    0.820580    0.008838
    1328    0.860404    0.993978    0.039371
    1329    0.755218    0.784288    0.001933
    1330    0.816617    0.860062    0.006607
    1331    0.754660    0.835724    0.014833
    1332    0.721666    0.744808    0.002474
    1333    0.806191    0.880955    0.013087
    1334    0.856359    0.992334    0.040153
    1335    0.760716    0.769561    0.000193
    1336    0.773970    0.752919    0.001184
    1337    0.733829    0.791922    0.008565
    1338    0.711877    0.744921    0.004657
    1339    0.705277    0.724052    0.003385
    1340    0.728429    0.803500    0.014391
    1341    0.762576    0.768068    0.000098
    1342    0.760674    0.784627    0.001307
    1343    0.692150    0.693586    0.003911
    1344    0.685875    0.726915    0.009358
    1345    0.764213    0.834973    0.011081
    1346    0.715928    0.867100    0.058343
    1347    0.725928    0.756273    0.003145
    1348    0.711129    0.789427    0.017495
    1349    0.745372    0.761561    0.000743
    1350    0.713950    0.723454    0.001925
    1351    0.756221    0.703250    0.006335
    1352    0.732709    0.747746    0.001086
    1353    0.786821    0.852624    0.009766
    1354    0.746292    0.754776    0.000277
    1355    0.762527    0.843499    0.014518
    1356    0.730755    0.726013    0.000670
    1357    0.758885    0.776798    0.000736
    1358    0.762848    0.777907    0.000543
    1359    0.778037    0.768481    0.000563
    1360    0.745059    0.719561    0.001622
    1361    0.793606    0.863492    0.011116
    1362    0.712134    0.733970    0.003066
    1363    0.815267    0.843347    0.004357
    1364    0.792203    0.866845    0.012469
    1365    0.790296    0.775293    0.001388
    1366    0.715079    0.735733    0.002692
    1367    0.764083    0.782443    0.000801
    1368    0.762212    0.735447    0.001597
    1369    0.754363    0.813185    0.007851
    1370    0.777461    0.799217    0.001381
    1371    0.699603    0.755231    0.011192
    1372    0.678330    0.729228    0.013086
    1373    0.734531    0.810372    0.014159
    1374    0.759198    0.809891    0.005767
    1375    0.773871    0.800605    0.001799
    1376    0.793294    0.804102    0.001356
    1377    0.875899    0.927989    0.015737
    1378    0.823015    0.834138    0.003828
    1379    0.718407    0.731624    0.001800
    1380    0.808308    0.850451    0.005715
    1381    0.739180    0.707186    0.002685
    1382    0.771980    0.775760    0.000225
    1383    0.752253    0.759811    0.000157
    1384    0.731211    0.743075    0.000948
    1385    0.766139    0.840869    0.012311
    1386    0.718273    0.749811    0.003868
    1387    0.669635    0.696679    0.009359
    1388    0.726903    0.686107    0.004870
    1389    0.678993    0.696622    0.006603
    1390    0.930019    0.942903    0.022944
    1391    0.711947    0.703158    0.002041
    1392    0.690729    0.719119    0.006281
    1393    0.798871    0.822053    0.002571
    1394    1.119440    1.284352    0.115283
    1395    0.772286    0.781687    0.000398
    1396    0.766703    0.856659    0.017750
    1397    0.709076    0.776592    0.013768
    1398    0.705315    0.657947    0.008271
    1399    0.743933    0.830042    0.017354
    1400    0.731240    0.749123    0.001383
    1401    0.697448    0.723096    0.005040
    1402    0.757732    0.785855    0.001796
    1403    0.726441    0.827295    0.025533
    1404    0.748214    0.798124    0.005821
    1405    0.782146    0.836559    0.006788
    1406    0.757623    0.798410    0.003757
    1407    0.734707    0.749879    0.001009
    1408    0.751328    0.836128    0.016389
    1409    0.692706    0.665206    0.005852
    1410    0.790224    0.806357    0.001480
    1411    0.735995    0.802133    0.010795
    1412    0.735648    0.770261    0.003284
    1413    0.753836    0.787829    0.002652
    1414    0.752304    0.775609    0.001275
    1415    0.742424    0.731300    0.000471
    1416    0.702984    0.741264    0.006526
    1417    0.847707    0.896075    0.010854
    1418    0.714194    0.679922    0.004624
    1419    0.792629    0.818396    0.002449
    1420    0.742725    0.792194    0.005917
    1421    0.758058    0.821648    0.009071
    1422    0.759762    0.774939    0.000533
    1423    0.675673    0.732253    0.015273
    1424    0.647086    0.694466    0.018628
    1425    0.742571    0.746551    0.000227
    1426    0.702014    0.706894    0.002849
    1427    0.740813    0.794675    0.007060
    1428    0.831685    0.869395    0.007228
    1429    0.862192    0.966314    0.027541
    1430    0.697033    0.774843    0.019329
    1431    0.746774    0.816924    0.011452
    1432    0.674971    0.711105    0.010062
    1433    0.734029    0.710154    0.001823
    1434    0.802626    0.846100    0.005541
    1435    0.828216    0.893548    0.012180
    1436    0.723594    0.728673    0.001077
    1437    0.798577    0.811750    0.001810
    1438    0.740752    0.795049    0.007173
    1439    0.743088    0.793959    0.006229
    1440    0.850213    0.879508    0.008545
    1441    0.904133    0.992813    0.029101
    1442    0.705253    0.714495    0.002687
    1443    0.739171    0.754901    0.000882
    1444    0.743921    0.840278    0.021663
    1445    0.724626    0.736139    0.001282
    1446    0.992959    1.114586    0.059586
    1447    0.693904    0.687515    0.003794
    1448    0.781693    0.831945    0.005861
    1449    0.747419    0.798912    0.006215
    1450    0.897578    0.924450    0.016516
    1451    0.682116    0.707140    0.007009
    1452    0.759455    0.821369    0.008574
    1453    0.717633    0.757261    0.005359
    1454    0.697387    0.757821    0.012959
    1455    0.762038    0.728744    0.002468
    1456    0.732615    0.731663    0.000536
    1457    0.765049    0.809148    0.004358
    1458    0.705646    0.721006    0.003044
    1459    0.817661    0.803097    0.003437
    1460    0.759894    0.801363    0.003866
    1461    0.756793    0.828579    0.011580
    1462    0.721719    0.760083    0.004790
    1463    0.816965    0.859433    0.006475
    1464    0.857678    0.837505    0.008814
    1465    0.694869    0.747388    0.010948
    1466    0.731359    0.718960    0.000952
    1467    0.759993    0.777708    0.000722
    1468    0.733102    0.765941    0.003121
    1469    0.735590    0.812462    0.014450
    1470    0.784258    0.761688    0.001682
    1471    0.762866    0.830178    0.010058
    1472    0.796414    0.884093    0.016874
    1473    0.779161    0.822422    0.004411
    1474    0.833167    0.899332    0.012867
    1475    0.741643    0.793292    0.006477
    1476    0.719237    0.701160    0.002095
    1477    0.799931    0.804481    0.001588
    1478    0.731935    0.793932    0.009811
    1479    0.771766    0.827547    0.006931
    1480    0.755583    0.773245    0.000721
    1481    0.733159    0.729398    0.000541
    1482    0.835239    0.866792    0.006846
    1483    0.759439    0.811799    0.006147
    1484    0.760462    0.754205    0.000092
    1485    0.764491    0.799140    0.002717
    1486    0.850046    0.853598    0.006996
    1487    0.711129    0.783081    0.015087
    1488    0.733232    0.775009    0.004712
    1489    0.725810    0.750760    0.002420
    1490    0.968817    1.061859    0.044931
    1491    0.721794    0.744517    0.002418
    1492    0.765814    0.768909    0.000090
    1493    0.722227    0.723149    0.001097
    1494    0.717726    0.726018    0.001580
    1495    0.859647    0.926767    0.016286
    1496    0.760608    0.769885    0.000210
    1497    0.784380    0.859709    0.012502
    1498    0.767886    0.837640    0.010726
    1499    0.761266    0.796258    0.002760
    1500    0.970049    1.016919    0.036450
    1501    0.706144    0.720641    0.002928
    1502    0.723300    0.818555    0.023259
    1503    0.689684    0.691272    0.004225
    1504    0.748623    0.738543    0.000289
    1505    0.763073    0.794969    0.002304
    1506    0.681942    0.750919    0.018436
    1507    0.717622    0.733970    0.002091
    1508    0.755814    0.841230    0.016403
    1509    0.725902    0.802334    0.015123
    1510    0.704582    0.723836    0.003502
    1511    0.746986    0.714436    0.002523
    1512    0.750841    0.747555    0.000056
    1513    0.768822    0.781509    0.000480
    1514    0.755643    0.829531    0.012303
    1515    0.684313    0.780804    0.030404
    1516    0.760258    0.742890    0.000669
    1517    0.736151    0.819558    0.016875
    1518    0.748201    0.789756    0.004066
    1519    0.684237    0.738222    0.012980
    1520    0.869935    0.887293    0.010639
    1521    0.737414    0.758604    0.001425
    1522    0.740724    0.769999    0.002271
    1523    0.778051    0.788278    0.000607
