   locus      deme_1      deme_2      deme_3      deme_4
     607    0.520000    0.487000    0.513000    0.489000
     608    0.481000    0.455000    0.537000    0.539000
     609    0.504000    0.430000    0.552000    0.539000
     610    0.514000    0.489000    0.511000    0.524000
     611    0.466000    0.484000    0.503000    0.474000
     612    0.445000    0.561000    0.525000    0.473000
     613    0.530000    0.530000    0.533000    0.449000
     614    0.502000    0.509000    0.509000    0.470000
     615    0.561000    0.485000    0.457000    0.534000
     616    0.549000    0.436000    0.509000    0.531000
     617    0.435000    0.530000    0.485000    0.501000
     618    0.568000    0.420000    0.421000    0.558000
     619    0.483000    0.551000    0.528000    0.486000
     620    0.524000    0.437000    0.481000    0.553000
     621    0.514000    0.452000    0.527000    0.517000
     622    0.537000    0.583000    0.448000    0.472000
     623    0.536000    0.474000    0.478000    0.503000
     624    0.557000    0.477000    0.505000    0.513000
     625    0.459000    0.497000    0.571000    0.470000
     626    0.492000    0.536000    0.511000    0.477000
     627    0.555000    0.461000    0.520000    0.474000
     628    0.530000    0.502000    0.462000    0.554000
     629    0.487000    0.536000    0.443000    0.493000
     630    0.496000    0.486000    0.496000    0.482000
     631    0.455000    0.474000    0.503000    0.566000
     632    0.478000    0.466000    0.504000    0.490000
     633    0.483000    0.477000    0.471000    0.535000
     634    0.562000    0.464000    0.528000    0.486000
     635    0.496000    0.506000    0.572000    0.504000
     636    0.459000    0.465000    0.527000    0.553000
     637    0.486000    0.514000    0.533000    0.457000
     638    0.516000    0.510000    0.504000    0.515000
     639    0.507000    0.494000    0.500000    0.482000
     640    0.476000    0.538000    0.457000    0.580000
     641    0.488000    0.535000    0.501000    0.499000
     642    0.541000    0.463000    0.529000    0.515000
     643    0.434000    0.485000    0.555000    0.549000
     644    0.488000    0.534000    0.452000    0.502000
     645    0.422000    0.553000    0.504000    0.525000
     646    0.477000    0.554000    0.477000    0.473000
     647    0.520000    0.493000    0.510000    0.498000
     648    0.456000    0.528000    0.514000    0.505000
     649    0.466000    0.519000    0.497000    0.495000
     650    0.486000    0.476000    0.486000    0.475000
     651    0.444000    0.504000    0.560000    0.474000
     652    0.474000    0.452000    0.511000    0.534000
     653    0.485000    0.488000    0.512000    0.541000
     654    0.444000    0.530000    0.494000    0.474000
     655    0.572000    0.444000    0.507000    0.467000
     656    0.487000    0.520000    0.471000    0.519000
     657    0.604000    0.444000    0.506000    0.523000
     658    0.465000    0.527000    0.520000    0.474000
     659    0.441000    0.537000    0.544000    0.492000
     660    0.471000    0.511000    0.505000    0.448000
     661    0.514000    0.504000    0.498000    0.490000
     662    0.460000    0.525000    0.453000    0.519000
     663    0.529000    0.487000    0.513000    0.500000
     664    0.512000    0.482000    0.555000    0.468000
     665    0.447000    0.533000    0.546000    0.492000
     666    0.438000    0.506000    0.472000    0.566000
     667    0.430000    0.496000    0.483000    0.533000
     668    0.572000    0.481000    0.512000    0.500000
     669    0.468000    0.531000    0.499000    0.521000
     670    0.440000    0.538000    0.507000    0.508000
     671    0.486000    0.475000    0.550000    0.536000
     672    0.507000    0.480000    0.498000    0.534000
     673    0.525000    0.474000    0.521000    0.485000
     674    0.557000    0.506000    0.426000    0.516000
     675    0.504000    0.484000    0.482000    0.505000
     676    0.548000    0.505000    0.474000    0.503000
     677    0.454000    0.460000    0.513000    0.549000
     678    0.520000    0.510000    0.488000    0.462000
     679    0.583000    0.515000    0.452000    0.545000
     680    0.505000    0.475000    0.530000    0.497000
     681    0.472000    0.533000    0.499000    0.497000
     682    0.501000    0.505000    0.461000    0.501000
     683    0.504000    0.451000    0.486000    0.439000
     684    0.525000    0.503000    0.544000    0.475000
     685    0.559000    0.510000    0.496000    0.498000
     686    0.477000    0.541000    0.490000    0.487000
     687    0.487000    0.478000    0.528000    0.493000
     688    0.470000    0.505000    0.449000    0.511000
     689    0.437000    0.586000    0.483000    0.470000
     690    0.491000    0.504000    0.464000    0.537000
     691    0.466000    0.471000    0.602000    0.472000
     692    0.487000    0.428000    0.530000    0.578000
     693    0.499000    0.485000    0.511000    0.489000
     694    0.475000    0.450000    0.523000    0.509000
     695    0.467000    0.486000    0.507000    0.510000
     696    0.500000    0.571000    0.509000    0.472000
     697    0.495000    0.458000    0.594000    0.492000
     698    0.508000    0.503000    0.437000    0.558000
     699    0.451000    0.460000    0.587000    0.525000
     700    0.457000    0.508000    0.466000    0.519000
     701    0.477000    0.497000    0.481000    0.490000
     702    0.461000    0.495000    0.501000    0.504000
     703    0.525000    0.463000    0.517000    0.512000
     704    0.520000    0.488000    0.477000    0.490000
     705    0.528000    0.527000    0.492000    0.509000
     706    0.435000    0.469000    0.402000    0.590000
     707    0.494000    0.545000    0.438000    0.501000
     708    0.491000    0.503000    0.491000    0.466000
     709    0.497000    0.466000    0.579000    0.482000
     710    0.467000    0.483000    0.487000    0.535000
     711    0.498000    0.443000    0.510000    0.513000
     712    0.553000    0.512000    0.543000    0.442000
     713    0.555000    0.549000    0.511000    0.507000
     714    0.485000    0.492000    0.499000    0.496000
     715    0.505000    0.481000    0.478000    0.475000
     716    0.513000    0.538000    0.480000    0.520000
     717    0.464000    0.570000    0.512000    0.511000
     718    0.523000    0.472000    0.497000    0.498000
     719    0.432000    0.493000    0.539000    0.503000
     720    0.489000    0.529000    0.462000    0.521000
     721    0.477000    0.548000    0.489000    0.464000
     722    0.591000    0.471000    0.455000    0.507000
     723    0.501000    0.461000    0.467000    0.548000
     724    0.545000    0.429000    0.538000    0.513000
     725    0.586000    0.459000    0.514000    0.463000
     726    0.512000    0.473000    0.476000    0.491000
     727    0.496000    0.506000    0.547000    0.488000
     728    0.492000    0.506000    0.446000    0.496000
     729    0.513000    0.497000    0.509000    0.460000
     730    0.528000    0.451000    0.496000    0.525000
     731    0.495000    0.464000    0.518000    0.482000
     732    0.538000    0.539000    0.516000    0.519000
     733    0.479000    0.524000    0.573000    0.455000
     734    0.495000    0.487000    0.489000    0.514000
     735    0.515000    0.455000    0.557000    0.578000
     736    0.596000    0.532000    0.470000    0.452000
     737    0.497000    0.511000    0.482000    0.515000
     738    0.529000    0.436000    0.531000    0.536000
     739    0.466000    0.515000    0.494000    0.519000
     740    0.493000    0.549000    0.465000    0.479000
     741    0.529000    0.507000    0.440000    0.481000
     742    0.456000    0.530000    0.517000    0.486000
     743    0.469000    0.513000    0.479000    0.484000
     744    0.459000    0.546000    0.555000    0.474000
     745    0.466000    0.506000    0.494000    0.484000
     746    0.514000    0.491000    0.489000    0.471000
     747    0.490000    0.464000    0.506000    0.509000
     748    0.482000    0.515000    0.437000    0.518000
     749    0.565000    0.495000    0.507000    0.489000
     750    0.525000    0.491000    0.507000    0.523000
     751    0.484000    0.498000    0.485000    0.495000
     752    0.559000    0.495000    0.476000    0.492000
     753    0.484000    0.523000    0.497000    0.481000
     754    0.485000    0.540000    0.487000    0.469000
     755    0.577000    0.422000    0.488000    0.581000
     756    0.419000    0.642000    0.459000    0.447000
     757    0.531000    0.463000    0.460000    0.500000
     758    0.495000    0.483000    0.479000    0.561000
     759    0.441000    0.498000    0.552000    0.464000
     760    0.476000    0.544000    0.515000    0.502000
     761    0.499000    0.505000    0.492000    0.566000
     762    0.484000    0.510000    0.522000    0.529000
     763    0.461000    0.638000    0.470000    0.430000
     764    0.537000    0.470000    0.543000    0.466000
     765    0.455000    0.554000    0.441000    0.482000
     766    0.531000    0.496000    0.470000    0.483000
     767    0.589000    0.497000    0.459000    0.503000
     768    0.465000    0.501000    0.523000    0.493000
     769    0.548000    0.475000    0.477000    0.467000
     770    0.479000    0.440000    0.496000    0.485000
     771    0.457000    0.559000    0.459000    0.519000
     772    0.517000    0.449000    0.555000    0.471000
     773    0.591000    0.442000    0.438000    0.552000
     774    0.486000    0.544000    0.476000    0.483000
     775    0.493000    0.501000    0.540000    0.490000
     776    0.512000    0.536000    0.478000    0.492000
     777    0.503000    0.518000    0.501000    0.498000
     778    0.463000    0.503000    0.542000    0.508000
     779    0.498000    0.469000    0.490000    0.481000
     780    0.562000    0.488000    0.446000    0.499000
     781    0.505000    0.442000    0.525000    0.514000
     782    0.468000    0.484000    0.519000    0.497000
     783    0.642000    0.498000    0.434000    0.466000
     784    0.477000    0.480000    0.487000    0.562000
     785    0.495000    0.482000    0.501000    0.512000
     786    0.468000    0.450000    0.521000    0.484000
     787    0.491000    0.494000    0.468000    0.506000
     788    0.473000    0.447000    0.485000    0.520000
     789    0.523000    0.553000    0.477000    0.481000
     790    0.471000    0.491000    0.498000    0.526000
     791    0.481000    0.458000    0.491000    0.534000
     792    0.497000    0.496000    0.467000    0.566000
     793    0.845000    0.404000    0.426000    0.479000
     794    0.515000    0.548000    0.491000    0.493000
     795    0.490000    0.515000    0.477000    0.525000
     796    0.503000    0.515000    0.512000    0.475000
     797    0.514000    0.515000    0.459000    0.531000
     798    0.454000    0.580000    0.432000    0.515000
     799    0.467000    0.532000    0.473000    0.457000
     800    0.461000    0.543000    0.511000    0.489000
     801    0.472000    0.492000    0.491000    0.523000
     802    0.491000    0.482000    0.475000    0.490000
     803    0.570000    0.515000    0.474000    0.485000
     804    0.537000    0.501000    0.510000    0.494000
     805    0.469000    0.568000    0.493000    0.520000
     806    0.567000    0.478000    0.502000    0.513000
     807    0.495000    0.515000    0.545000    0.481000
     808    0.545000    0.510000    0.489000    0.509000
     809    0.478000    0.489000    0.493000    0.519000
     810    0.486000    0.498000    0.477000    0.550000
     811    0.486000    0.485000    0.470000    0.511000
     812    0.575000    0.486000    0.481000    0.509000
     813    0.439000    0.502000    0.535000    0.502000
     814    0.533000    0.500000    0.497000    0.473000
     815    0.480000    0.461000    0.494000    0.478000
     816    0.503000    0.533000    0.468000    0.464000
     817    0.466000    0.508000    0.517000    0.482000
     818    0.586000    0.434000    0.554000    0.514000
     819    0.540000    0.511000    0.400000    0.575000
     820    0.472000    0.527000    0.545000    0.480000
     821    0.489000    0.522000    0.497000    0.520000
     822    0.500000    0.497000    0.433000    0.479000
     823    0.463000    0.471000    0.493000    0.520000
     824    0.492000    0.485000    0.507000    0.466000
     825    0.528000    0.531000    0.580000    0.473000
     826    0.496000    0.495000    0.512000    0.473000
     827    0.482000    0.556000    0.436000    0.476000
     828    0.457000    0.493000    0.558000    0.498000
     829    0.516000    0.532000    0.482000    0.474000
     830    0.512000    0.497000    0.536000    0.482000
     831    0.428000    0.499000    0.513000    0.508000
     832    0.499000    0.505000    0.509000    0.480000
     833    0.440000    0.424000    0.510000    0.595000
     834    0.511000    0.496000    0.484000    0.541000
     835    0.463000    0.460000    0.514000    0.548000
     836    0.586000    0.491000    0.504000    0.495000
     837    0.491000    0.518000    0.473000    0.465000
     838    0.567000    0.512000    0.490000    0.491000
     839    0.558000    0.449000    0.511000    0.470000
     840    0.457000    0.494000    0.526000    0.489000
     841    0.462000    0.479000    0.481000    0.524000
     842    0.499000    0.470000    0.528000    0.541000
     843    0.555000    0.483000    0.476000    0.494000
     844    0.547000    0.498000    0.546000    0.482000
     845    0.480000    0.502000    0.506000    0.474000
     846    0.469000    0.493000    0.463000    0.546000
     847    0.483000    0.469000    0.492000    0.515000
     848    0.506000    0.491000    0.512000    0.510000
     849    0.504000    0.490000    0.517000    0.466000
     850    0.516000    0.495000    0.477000    0.536000
     851    0.425000    0.508000    0.459000    0.536000
     852    0.579000    0.466000    0.515000    0.484000
     853    0.488000    0.558000    0.474000    0.490000
     854    0.447000    0.518000    0.510000    0.474000
     855    0.504000    0.473000    0.543000    0.506000
     856    0.500000    0.458000    0.539000    0.503000
     857    0.389000    0.516000    0.532000    0.549000
     858    0.493000    0.551000    0.463000    0.549000
     859    0.559000    0.513000    0.443000    0.486000
     860    0.465000    0.497000    0.502000    0.534000
     861    0.576000    0.497000    0.531000    0.434000
     862    0.474000    0.508000    0.500000    0.487000
     863    0.595000    0.492000    0.474000    0.485000
     864    0.545000    0.496000    0.523000    0.501000
     865    0.494000    0.492000    0.536000    0.506000
     866    0.441000    0.482000    0.536000    0.517000
     867    0.485000    0.485000    0.565000    0.483000
     868    0.427000    0.632000    0.485000    0.465000
     869    0.543000    0.491000    0.531000    0.452000
     870    0.464000    0.489000    0.545000    0.492000
     871    0.486000    0.494000    0.524000    0.477000
     872    0.478000    0.487000    0.493000    0.549000
     873    0.466000    0.537000    0.515000    0.484000
     874    0.471000    0.462000    0.491000    0.505000
     875    0.496000    0.460000    0.471000    0.513000
     876    0.558000    0.495000    0.477000    0.484000
     877    0.458000    0.495000    0.487000    0.514000
     878    0.470000    0.496000    0.451000    0.558000
     879    0.550000    0.457000    0.508000    0.539000
     880    0.515000    0.463000    0.525000    0.537000
     881    0.557000    0.515000    0.489000    0.510000
     882    0.453000    0.480000    0.525000    0.508000
     883    0.538000    0.557000    0.502000    0.493000
     884    0.465000    0.497000    0.541000    0.497000
     885    0.456000    0.506000    0.542000    0.545000
     886    0.555000    0.515000    0.476000    0.518000
     887    0.550000    0.503000    0.448000    0.551000
     888    0.589000    0.473000    0.542000    0.486000
     889    0.489000    0.522000    0.567000    0.488000
     890    0.474000    0.494000    0.553000    0.489000
     891    0.487000    0.494000    0.458000    0.463000
     892    0.503000    0.476000    0.547000    0.496000
     893    0.466000    0.500000    0.493000    0.536000
     894    0.446000    0.593000    0.486000    0.446000
     895    0.474000    0.589000    0.481000    0.515000
     896    0.595000    0.528000    0.463000    0.425000
     897    0.552000    0.474000    0.495000    0.504000
     898    0.462000    0.556000    0.441000    0.536000
     899    0.583000    0.529000    0.512000    0.454000
     900    0.499000    0.470000    0.502000    0.512000
     901    0.495000    0.499000    0.523000    0.511000
     902    0.520000    0.521000    0.497000    0.472000
     903    0.473000    0.458000    0.490000    0.553000
     904    0.496000    0.475000    0.482000    0.473000
     905    0.523000    0.548000    0.513000    0.479000
     906    0.472000    0.522000    0.456000    0.464000
     907    0.443000    0.535000    0.485000    0.510000
     908    0.458000    0.478000    0.501000    0.499000
     909    0.537000    0.569000    0.527000    0.427000
     910    0.469000    0.511000    0.478000    0.489000
     911    0.554000    0.461000    0.480000    0.577000
     912    0.445000    0.495000    0.573000    0.508000
     913    0.426000    0.528000    0.531000    0.518000
     914    0.480000    0.529000    0.470000    0.501000
     915    0.512000    0.504000    0.509000    0.499000
     916    0.509000    0.512000    0.522000    0.480000
     917    0.518000    0.504000    0.458000    0.516000
     918    0.565000    0.498000    0.403000    0.531000
     919    0.497000    0.479000    0.530000    0.487000
     920    0.473000    0.514000    0.472000    0.497000
     921    0.432000    0.545000    0.452000    0.486000
     922    0.587000    0.493000    0.458000    0.502000
     923    0.507000    0.501000    0.483000    0.534000
     924    0.533000    0.545000    0.527000    0.466000
     925    0.428000    0.486000    0.614000    0.502000
     926    0.493000    0.518000    0.419000    0.564000
     927    0.406000    0.570000    0.552000    0.483000
     928    0.583000    0.443000    0.549000    0.448000
     929    0.539000    0.524000    0.528000    0.480000
     930    0.488000    0.470000    0.530000    0.496000
     931    0.531000    0.480000    0.495000    0.502000
     932    0.510000    0.493000    0.518000    0.480000
     933    0.563000    0.456000    0.486000    0.497000
     934    0.556000    0.533000    0.470000    0.503000
     935    0.557000    0.478000    0.489000    0.475000
     936    0.562000    0.461000    0.447000    0.514000
     937    0.429000    0.481000    0.538000    0.540000
     938    0.490000    0.520000    0.488000    0.489000
     939    0.545000    0.514000    0.479000    0.532000
     940    0.522000    0.472000    0.486000    0.478000
     941    0.486000    0.528000    0.480000    0.524000
     942    0.569000    0.478000    0.510000    0.456000
     943    0.399000    0.501000    0.508000    0.577000
     944    0.617000    0.501000    0.456000    0.487000
     945    0.538000    0.517000    0.503000    0.531000
     946    0.454000    0.495000    0.521000    0.506000
     947    0.520000    0.428000    0.505000    0.496000
     948    0.481000    0.443000    0.466000    0.511000
     949    0.431000    0.519000    0.419000    0.580000
     950    0.481000    0.473000    0.521000    0.511000
     951    0.595000    0.487000    0.486000    0.480000
     952    0.516000    0.529000    0.474000    0.496000
     953    0.557000    0.478000    0.484000    0.482000
     954    0.485000    0.499000    0.556000    0.478000
     955    0.598000    0.516000    0.516000    0.475000
     956    0.489000    0.516000    0.460000    0.496000
     957    0.482000    0.529000    0.491000    0.497000
     958    0.551000    0.500000    0.447000    0.511000
     959    0.575000    0.448000    0.506000    0.480000
     960    0.497000    0.471000    0.554000    0.476000
     961    0.473000    0.495000    0.509000    0.489000
     962    0.471000    0.502000    0.492000    0.493000
     963    0.527000    0.543000    0.484000    0.473000
     964    0.458000    0.521000    0.464000    0.508000
     965    0.600000    0.527000    0.471000    0.485000
     966    0.582000    0.521000    0.483000    0.476000
     967    0.561000    0.456000    0.440000    0.539000
     968    0.486000    0.531000    0.570000    0.442000
     969    0.522000    0.555000    0.512000    0.478000
     970    0.479000    0.480000    0.501000    0.474000
     971    0.545000    0.480000    0.460000    0.521000
     972    0.547000    0.470000    0.501000    0.522000
     973    0.471000    0.474000    0.467000    0.524000
     974    0.564000    0.511000    0.453000    0.523000
     975    0.511000    0.464000    0.518000    0.508000
     976    0.463000    0.509000    0.524000    0.541000
     977    0.564000    0.539000    0.450000    0.476000
     978    0.430000    0.526000    0.477000    0.542000
     979    0.478000    0.527000    0.462000    0.486000
     980    0.467000    0.493000    0.520000    0.477000
     981    0.475000    0.560000    0.535000    0.424000
     982    0.460000    0.497000    0.438000    0.488000
     983    0.457000    0.521000    0.498000    0.514000
     984    0.576000    0.509000    0.532000    0.482000
     985    0.466000    0.442000    0.498000    0.536000
     986    0.545000    0.446000    0.452000    0.512000
     987    0.549000    0.498000    0.583000    0.448000
     988    0.564000    0.490000    0.457000    0.544000
     989    0.454000    0.554000    0.492000    0.497000
     990    0.490000    0.499000    0.528000    0.527000
     991    0.520000    0.606000    0.443000    0.483000
     992    0.499000    0.492000    0.529000    0.550000
     993    0.498000    0.524000    0.511000    0.510000
     994    0.515000    0.471000    0.486000    0.481000
     995    0.435000    0.533000    0.469000    0.521000
     996    0.513000    0.455000    0.523000    0.562000
     997    0.458000    0.529000    0.534000    0.504000
     998    0.531000    0.475000    0.499000    0.526000
     999    0.490000    0.533000    0.481000    0.523000
    1000    0.500000    0.468000    0.505000    0.456000
    1001    0.499000    0.515000    0.480000    0.457000
    1002    0.590000    0.473000    0.530000    0.468000
    1003    0.519000    0.468000    0.495000    0.481000
    1004    0.484000    0.533000    0.476000    0.524000
    1005    0.502000    0.488000    0.499000    0.471000
    1006    0.531000    0.510000    0.502000    0.510000
    1007    0.493000    0.529000    0.540000    0.495000
    1008    0.500000    0.479000    0.523000    0.559000
    1009    0.386000    0.610000    0.505000    0.498000
    1010    0.427000    0.489000    0.506000    0.493000
    1011    0.437000    0.527000    0.556000    0.515000
    1012    0.556000    0.465000    0.433000    0.518000
    1013    0.456000    0.494000    0.474000    0.536000
    1014    0.474000    0.455000    0.516000    0.538000
    1015    0.542000    0.455000    0.506000    0.566000
    1016    0.456000    0.591000    0.462000    0.520000
    1017    0.484000    0.488000    0.506000    0.516000
    1018    0.533000    0.514000    0.498000    0.513000
    1019    0.457000    0.459000    0.537000    0.532000
    1020    0.397000    0.540000    0.541000    0.543000
    1021    0.477000    0.485000    0.503000    0.490000
    1022    0.490000    0.536000    0.436000    0.557000
    1023    0.466000    0.487000    0.584000    0.470000
    1024    0.490000    0.449000    0.413000    0.617000
    1025    0.501000    0.532000    0.484000    0.500000
    1026    0.488000    0.453000    0.481000    0.490000
    1027    0.536000    0.504000    0.493000    0.496000
    1028    0.522000    0.558000    0.486000    0.485000
    1029    0.523000    0.483000    0.506000    0.526000
    1030    0.546000    0.517000    0.510000    0.498000
    1031    0.494000    0.489000    0.587000    0.456000
    1032    0.473000    0.547000    0.461000    0.489000
    1033    0.410000    0.568000    0.584000    0.470000
    1034    0.535000    0.509000    0.504000    0.475000
    1035    0.531000    0.450000    0.560000    0.424000
    1036    0.534000    0.453000    0.531000    0.514000
    1037    0.558000    0.552000    0.450000    0.501000
    1038    0.452000    0.548000    0.537000    0.488000
    1039    0.515000    0.508000    0.454000    0.524000
    1040    0.479000    0.522000    0.500000    0.491000
    1041    0.513000    0.500000    0.483000    0.470000
    1042    0.476000    0.477000    0.548000    0.492000
    1043    0.492000    0.555000    0.505000    0.449000
    1044    0.523000    0.487000    0.437000    0.526000
    1045    0.543000    0.491000    0.477000    0.485000
    1046    0.546000    0.497000    0.468000    0.543000
    1047    0.473000    0.494000    0.576000    0.471000
    1048    0.541000    0.457000    0.505000    0.525000
    1049    0.455000    0.534000    0.497000    0.504000
    1050    0.486000    0.494000    0.514000    0.490000
    1051    0.525000    0.529000    0.478000    0.483000
    1052    0.447000    0.483000    0.478000    0.474000
    1053    0.475000    0.465000    0.465000    0.496000
    1054    0.453000    0.530000    0.519000    0.476000
    1055    0.529000    0.550000    0.515000    0.478000
    1056    0.499000    0.476000    0.459000    0.493000
    1057    0.488000    0.493000    0.531000    0.486000
    1058    0.455000    0.557000    0.465000    0.491000
    1059    0.465000    0.549000    0.527000    0.492000
    1060    0.540000    0.469000    0.483000    0.479000
    1061    0.524000    0.476000    0.505000    0.571000
    1062    0.482000    0.489000    0.509000    0.507000
    1063    0.393000    0.582000    0.525000    0.517000
    1064    0.506000    0.500000    0.483000    0.498000
    1065    0.588000    0.476000    0.442000    0.511000
    1066    0.481000    0.516000    0.526000    0.478000
    1067    0.525000    0.530000    0.524000    0.457000
    1068    0.543000    0.523000    0.462000    0.542000
    1069    0.457000    0.507000    0.521000    0.488000
    1070    0.507000    0.486000    0.518000    0.482000
    1071    0.656000    0.429000    0.598000    0.459000
    1072    0.467000    0.494000    0.512000    0.507000
    1073    0.645000    0.512000    0.446000    0.446000
    1074    0.544000    0.473000    0.515000    0.494000
    1075    0.465000    0.490000    0.454000    0.560000
    1076    0.503000    0.508000    0.511000    0.514000
    1077    0.476000    0.533000    0.514000    0.490000
    1078    0.467000    0.451000    0.523000    0.491000
    1079    0.473000    0.543000    0.540000    0.530000
    1080    0.459000    0.522000    0.482000    0.519000
    1081    0.457000    0.529000    0.485000    0.494000
    1082    0.445000    0.559000    0.508000    0.493000
    1083    0.484000    0.489000    0.505000    0.475000
    1084    0.529000    0.514000    0.480000    0.503000
    1085    0.527000    0.517000    0.509000    0.501000
    1086    0.403000    0.613000    0.540000    0.470000
    1087    0.562000    0.456000    0.530000    0.524000
    1088    0.532000    0.488000    0.489000    0.497000
    1089    0.543000    0.540000    0.498000    0.482000
    1090    0.543000    0.478000    0.505000    0.467000
    1091    0.537000    0.496000    0.462000    0.489000
    1092    0.535000    0.598000    0.376000    0.513000
    1093    0.481000    0.475000    0.492000    0.525000
    1094    0.486000    0.507000    0.492000    0.515000
    1095    0.431000    0.564000    0.469000    0.501000
    1096    0.429000    0.492000    0.564000    0.498000
    1097    0.494000    0.536000    0.477000    0.502000
    1098    0.491000    0.482000    0.487000    0.493000
    1099    0.501000    0.481000    0.483000    0.479000
    1100    0.513000    0.577000    0.474000    0.464000
    1101    0.469000    0.554000    0.505000    0.538000
    1102    0.483000    0.491000    0.503000    0.506000
    1103    0.431000    0.479000    0.524000    0.517000
    1104    0.447000    0.545000    0.473000    0.519000
    1105    0.455000    0.457000    0.481000    0.507000
    1106    0.506000    0.503000    0.493000    0.535000
    1107    0.497000    0.476000    0.442000    0.521000
    1108    0.467000    0.461000    0.442000    0.530000
    1109    0.517000    0.534000    0.453000    0.466000
    1110    0.443000    0.540000    0.504000    0.524000
    1111    0.478000    0.589000    0.459000    0.493000
    1112    0.523000    0.554000    0.536000    0.448000
    1113    0.459000    0.569000    0.504000    0.488000
    1114    0.482000    0.443000    0.546000    0.522000
    1115    0.637000    0.487000    0.575000    0.382000
    1116    0.503000    0.490000    0.508000    0.476000
    1117    0.441000    0.562000    0.514000    0.483000
    1118    0.569000    0.467000    0.453000    0.553000
    1119    0.527000    0.432000    0.513000    0.517000
    1120    0.487000    0.453000    0.534000    0.486000
    1121    0.433000    0.529000    0.531000    0.522000
    1122    0.459000    0.490000    0.500000    0.471000
    1123    0.476000    0.530000    0.458000    0.527000
    1124    0.426000    0.513000    0.459000    0.537000
    1125    0.432000    0.461000    0.581000    0.519000
    1126    0.487000    0.478000    0.538000    0.465000
    1127    0.493000    0.533000    0.473000    0.475000
    1128    0.562000    0.501000    0.431000    0.475000
    1129    0.524000    0.606000    0.490000    0.443000
    1130    0.545000    0.505000    0.559000    0.466000
    1131    0.488000    0.481000    0.510000    0.522000
    1132    0.471000    0.476000    0.459000    0.490000
    1133    0.537000    0.498000    0.434000    0.551000
    1134    0.481000    0.507000    0.536000    0.454000
    1135    0.570000    0.502000    0.486000    0.498000
    1136    0.491000    0.510000    0.502000    0.491000
    1137    0.524000    0.513000    0.499000    0.531000
    1138    0.589000    0.488000    0.463000    0.464000
    1139    0.546000    0.441000    0.511000    0.499000
    1140    0.492000    0.476000    0.534000    0.461000
    1141    0.507000    0.516000    0.466000    0.460000
    1142    0.590000    0.520000    0.387000    0.538000
    1143    0.515000    0.538000    0.436000    0.482000
    1144    0.487000    0.480000    0.514000    0.494000
    1145    0.533000    0.498000    0.501000    0.488000
    1146    0.429000    0.485000    0.484000    0.494000
    1147    0.479000    0.522000    0.413000    0.555000
    1148    0.459000    0.553000    0.540000    0.520000
    1149    0.570000    0.542000    0.482000    0.425000
    1150    0.574000    0.447000    0.552000    0.477000
    1151    0.499000    0.449000    0.475000    0.503000
    1152    0.496000    0.544000    0.522000    0.448000
    1153    0.550000    0.421000    0.552000    0.495000
    1154    0.497000    0.517000    0.459000    0.524000
    1155    0.461000    0.518000    0.548000    0.482000
    1156    0.465000    0.527000    0.518000    0.505000
    1157    0.448000    0.489000    0.483000    0.526000
    1158    0.503000    0.509000    0.495000    0.538000
    1159    0.467000    0.643000    0.468000    0.458000
    1160    0.568000    0.489000    0.493000    0.493000
    1161    0.544000    0.509000    0.497000    0.502000
    1162    0.479000    0.494000    0.489000    0.517000
    1163    0.483000    0.478000    0.486000    0.486000
    1164    0.486000    0.543000    0.469000    0.532000
    1165    0.502000    0.503000    0.473000    0.504000
    1166    0.403000    0.488000    0.523000    0.564000
    1167    0.468000    0.481000    0.507000    0.496000
    1168    0.489000    0.469000    0.500000    0.543000
    1169    0.437000    0.503000    0.549000    0.492000
    1170    0.531000    0.565000    0.502000    0.479000
    1171    0.431000    0.511000    0.510000    0.536000
    1172    0.437000    0.493000    0.438000    0.512000
    1173    0.458000    0.560000    0.481000    0.492000
    1174    0.515000    0.463000    0.482000    0.475000
    1175    0.448000    0.529000    0.466000    0.527000
    1176    0.631000    0.519000    0.533000    0.419000
    1177    0.487000    0.558000    0.436000    0.532000
    1178    0.545000    0.485000    0.491000    0.462000
    1179    0.504000    0.531000    0.468000    0.503000
    1180    0.510000    0.508000    0.494000    0.509000
    1181    0.548000    0.463000    0.497000    0.493000
    1182    0.468000    0.466000    0.577000    0.504000
    1183    0.487000    0.541000    0.501000    0.485000
    1184    0.459000    0.461000    0.559000    0.514000
    1185    0.506000    0.461000    0.443000    0.546000
    1186    0.590000    0.491000    0.493000    0.492000
    1187    0.469000    0.503000    0.491000    0.515000
    1188    0.452000    0.586000    0.513000    0.469000
    1189    0.514000    0.492000    0.424000    0.550000
    1190    0.517000    0.544000    0.462000    0.517000
    1191    0.531000    0.492000    0.484000    0.478000
    1192    0.497000    0.431000    0.481000    0.526000
    1193    0.497000    0.505000    0.525000    0.479000
    1194    0.529000    0.432000    0.562000    0.514000
    1195    0.475000    0.504000    0.480000    0.535000
    1196    0.488000    0.447000    0.508000    0.506000
    1197    0.487000    0.435000    0.531000    0.487000
    1198    0.500000    0.508000    0.505000    0.490000
    1199    0.496000    0.480000    0.550000    0.509000
    1200    0.515000    0.517000    0.525000    0.459000
    1201    0.535000    0.499000    0.528000    0.506000
    1202    0.498000    0.492000    0.481000    0.506000
    1203    0.570000    0.468000    0.479000    0.506000
    1204    0.464000    0.490000    0.548000    0.475000
