   locus        mean         std
    1071    0.764442    0.058422
    1072    0.915605    0.029450
    1073    0.731506    0.058025
    1074    0.954621    0.022912
    1075    0.759798    0.055966
    1076    0.786079    0.049784
    1077    0.679942    0.060664
    1078    0.840797    0.044932
    1079    0.229669    0.054496
    1080    0.709651    0.061163
    1081    0.641772    0.062606
    1082    0.244013    0.054938
    1083    0.815798    0.047368
    1084    0.586993    0.067430
    1085    0.915367    0.030046
    1086    0.391488    0.068854
    1087    0.247896    0.055089
    1088    0.713885    0.061434
    1089    0.491531    0.062899
    1090    0.615501    0.065312
    1091    0.903336    0.033787
    1092    0.388062    0.067365
    1093    0.934751    0.026106
    1094    0.943152    0.025815
    1095    0.718645    0.060479
    1096    0.718406    0.061103
    1097    0.859903    0.040865
    1098    0.917936    0.029548
    1099    0.825042    0.048026
    1100    0.474948    0.063989
    1101    0.511317    0.066658
    1102    0.920042    0.029583
    1103    0.537856    0.063506
    1104    0.568019    0.066889
    1105    0.805646    0.049184
    1106    0.468221    0.066828
    1107    0.793955    0.050822
    1108    0.778051    0.054112
    1109    0.719611    0.057149
    1110    0.539579    0.067797
    1111    0.533689    0.068099
    1112    0.460197    0.064512
    1113    0.927581    0.030196
    1114    0.572645    0.064663
    1115    0.447086    0.069245
    1116    0.925721    0.027295
    1117    0.800479    0.051462
    1118    0.608246    0.064130
    1119    0.708276    0.061162
    1120    0.685432    0.062376
    1121    0.203082    0.048683
    1122    0.926103    0.028023
    1123    0.650188    0.062534
    1124    0.689856    0.060227
    1125    0.636963    0.067237
    1126    0.629017    0.065612
    1127    0.805618    0.048360
    1128    0.693024    0.059879
    1129    0.481029    0.069075
    1130    0.365131    0.065962
    1131    0.658782    0.063921
    1132    0.820927    0.046698
    1133    0.536991    0.066837
    1134    0.818477    0.049164
    1135    0.533333    0.065461
    1136    0.896257    0.035149
    1137    0.906523    0.033617
    1138    0.760072    0.057990
    1139    0.724670    0.059513
    1140    0.693705    0.061015
    1141    0.860478    0.040519
    1142    0.631870    0.066380
    1143    0.744464    0.059126
    1144    0.755492    0.056080
    1145    0.919063    0.029565
    1146    0.600309    0.066543
    1147    0.489262    0.068115
    1148    0.207552    0.050699
    1149    0.270716    0.058443
    1150    0.735381    0.056547
    1151    0.815240    0.046161
    1152    0.137269    0.040843
    1153    0.364663    0.061816
    1154    0.612678    0.063673
    1155    0.583956    0.062237
    1156    0.395849    0.065483
    1157    0.863514    0.042254
    1158    0.627504    0.067353
    1159    0.779276    0.057523
    1160    0.974091    0.015100
    1161    0.664762    0.061154
    1162    0.518955    0.069278
    1163    0.872561    0.038501
    1164    0.470964    0.068171
    1165    0.908205    0.033599
    1166    0.495757    0.068940
    1167    0.781484    0.050986
    1168    0.964072    0.019218
    1169    0.747086    0.057122
    1170    0.220465    0.050725
    1171    0.699799    0.059782
    1172    0.211159    0.051887
    1173    0.461891    0.065364
    1174    0.854843    0.042664
    1175    0.724298    0.059077
    1176    0.587859    0.071311
    1177    0.465436    0.069829
    1178    0.830824    0.048110
    1179    0.382322    0.064865
    1180    0.473144    0.066488
    1181    0.815130    0.048797
    1182    0.413115    0.064317
    1183    0.894375    0.035126
    1184    0.564735    0.065172
    1185    0.684353    0.060828
    1186    0.436669    0.066124
    1187    0.876926    0.038821
    1188    0.554917    0.065084
    1189    0.545438    0.066154
    1190    0.473420    0.068752
    1191    0.746064    0.055113
    1192    0.936239    0.027415
    1193    0.934058    0.026614
    1194    0.574672    0.065463
    1195    0.682921    0.059017
    1196    0.822346    0.047826
    1197    0.810965    0.048020
    1198    0.644811    0.065423
    1199    0.332590    0.062068
    1200    0.627653    0.062747
    1201    0.466973    0.064492
    1202    0.927118    0.028401
    1203    0.743302    0.056762
    1204    0.366974    0.063537
    1205    0.711850    0.060527
    1206    0.905712    0.032317
    1207    0.936737    0.027374
    1208    0.914530    0.030519
    1209    0.657220    0.062549
    1210    0.742434    0.058016
    1211    0.626549    0.064477
    1212    0.591354    0.067159
    1213    0.766575    0.054289
    1214    0.648403    0.063990
    1215    0.328031    0.060700
    1216    0.611246    0.065421
    1217    0.371980    0.063986
    1218    0.476039    0.065310
    1219    0.630308    0.065678
    1220    0.685700    0.061940
    1221    0.599274    0.065063
    1222    0.826634    0.048453
    1223    0.704387    0.060775
    1224    0.627090    0.065243
    1225    0.611480    0.064380
    1226    0.860036    0.042092
    1227    0.863412    0.041241
    1228    0.605844    0.063179
    1229    0.647868    0.066082
    1230    0.407755    0.068631
    1231    0.970025    0.016924
    1232    0.450945    0.064402
    1233    0.860981    0.042474
    1234    0.870339    0.039498
    1235    0.278469    0.059695
    1236    0.579558    0.065038
    1237    0.637125    0.063761
    1238    0.934134    0.027046
    1239    0.719699    0.057569
    1240    0.612497    0.064340
    1241    0.452324    0.067433
    1242    0.612375    0.064062
    1243    0.706685    0.061178
    1244    0.340809    0.063875
    1245    0.938102    0.026051
    1246    0.967556    0.017208
    1247    0.826227    0.047371
    1248    0.797762    0.051974
    1249    0.595274    0.066992
    1250    0.925984    0.028567
    1251    0.565907    0.066796
    1252    0.874124    0.038761
    1253    0.338475    0.060629
    1254    0.695995    0.058844
    1255    0.524710    0.069610
    1256    0.872381    0.040938
    1257    0.934850    0.027186
    1258    0.393772    0.067197
    1259    0.529300    0.069244
    1260    0.753292    0.055639
    1261    0.909837    0.032886
    1262    0.952655    0.021305
    1263    0.657753    0.062733
    1264    0.740674    0.056152
    1265    0.482032    0.067413
    1266    0.131264    0.038259
    1267    0.870427    0.040063
    1268    0.721239    0.058447
    1269    0.818076    0.049050
    1270    0.870109    0.040293
    1271    0.555270    0.065309
    1272    0.552588    0.065587
    1273    0.926114    0.030129
    1274    0.896329    0.034994
    1275    0.712739    0.060889
    1276    0.967008    0.017359
    1277    0.302684    0.060466
    1278    0.971800    0.016201
    1279    0.581861    0.064505
    1280    0.653209    0.062454
    1281    0.425268    0.063328
    1282    0.644670    0.063722
    1283    0.931002    0.029284
    1284    0.797321    0.053044
    1285    0.577478    0.067130
    1286    0.807172    0.048515
    1287    0.783895    0.053809
    1288    0.921809    0.030591
    1289    0.755125    0.054470
    1290    0.908821    0.033720
    1291    0.654004    0.064037
    1292    0.828019    0.047407
    1293    0.533674    0.067412
    1294    0.565853    0.066682
    1295    0.579085    0.064764
    1296    0.484902    0.067014
    1297    0.746652    0.057229
    1298    0.671488    0.063238
    1299    0.619973    0.067084
    1300    0.700939    0.060631
    1301    0.587640    0.062192
    1302    0.806056    0.050536
    1303    0.199351    0.047966
    1304    0.563167    0.064905
    1305    0.826955    0.048344
    1306    0.393545    0.066384
    1307    0.788203    0.051802
    1308    0.458707    0.064514
    1309    0.657030    0.062946
    1310    0.958946    0.025834
    1311    0.156273    0.043647
    1312    0.915988    0.031026
    1313    0.565160    0.064504
    1314    0.929153    0.032074
    1315    0.457481    0.067642
    1316    0.825625    0.046808
    1317    0.930775    0.027733
    1318    0.981183    0.014612
    1319    0.928539    0.029825
    1320    0.772633    0.055658
    1321    0.935710    0.026801
    1322    0.896073    0.035704
    1323    0.293892    0.059075
    1324    0.949825    0.023569
    1325    0.296317    0.061358
    1326    0.881821    0.037694
    1327    0.810759    0.049693
    1328    0.571643    0.069391
    1329    0.769839    0.056850
    1330    0.792336    0.055498
    1331    0.869789    0.042214
    1332    0.543772    0.065051
    1333    0.849293    0.045370
    1334    0.619082    0.064555
    1335    0.915491    0.030714
    1336    0.604605    0.065295
    1337    0.670085    0.061820
    1338    0.722078    0.059795
    1339    0.496751    0.066223
    1340    0.874519    0.039775
    1341    0.706475    0.060972
    1342    0.899162    0.034401
    1343    0.642762    0.065811
    1344    0.578144    0.066997
    1345    0.741585    0.057588
    1346    0.870545    0.038508
    1347    0.692261    0.059791
    1348    0.590863    0.064256
    1349    0.286015    0.058353
    1350    0.738509    0.056798
    1351    0.432575    0.063116
    1352    0.904892    0.033403
    1353    0.944530    0.025408
    1354    0.514638    0.064117
    1355    0.421741    0.064696
    1356    0.491970    0.065228
    1357    0.726337    0.059379
    1358    0.697787    0.061417
    1359    0.888228    0.036830
    1360    0.934539    0.027626
    1361    0.686150    0.058470
    1362    0.855865    0.042328
    1363    0.220712    0.051123
    1364    0.683247    0.062846
    1365    0.931485    0.028392
    1366    0.519511    0.068785
    1367    0.785987    0.052572
    1368    0.864364    0.041194
    1369    0.869720    0.041061
    1370    0.770664    0.052694
    1371    0.869192    0.038370
    1372    0.642862    0.064443
    1373    0.621581    0.064595
    1374    0.074162    0.027864
    1375    0.759829    0.058371
    1376    0.320652    0.060362
    1377    0.479411    0.068248
    1378    0.962185    0.019585
    1379    0.909383    0.032551
    1380    0.868180    0.041021
    1381    0.773234    0.055233
    1382    0.774718    0.053000
    1383    0.891733    0.035459
    1384    0.211751    0.051213
    1385    0.417397    0.064413
    1386    0.521420    0.067029
    1387    0.485517    0.064628
    1388    0.458938    0.066847
    1389    0.891147    0.035002
    1390    0.276297    0.058212
    1391    0.626282    0.063758
    1392    0.324259    0.059227
    1393    0.970906    0.015263
    1394    0.878052    0.041004
    1395    0.802298    0.050548
    1396    0.837366    0.045644
    1397    0.927314    0.028528
    1398    0.485732    0.065928
    1399    0.938992    0.025695
    1400    0.936708    0.026262
    1401    0.923534    0.028757
    1402    0.907099    0.034515
    1403    0.842252    0.043925
    1404    0.223350    0.051921
    1405    0.548232    0.064700
    1406    0.258790    0.056796
    1407    0.766292    0.054270
    1408    0.626656    0.065197
    1409    0.422412    0.065576
    1410    0.333085    0.060347
    1411    0.327610    0.061277
    1412    0.572231    0.065315
    1413    0.720880    0.057832
    1414    0.804080    0.051881
    1415    0.769846    0.054828
    1416    0.867442    0.038214
    1417    0.713181    0.060097
    1418    0.887145    0.037539
    1419    0.611901    0.066102
    1420    0.640506    0.063748
    1421    0.882231    0.039286
    1422    0.927977    0.028917
    1423    0.589676    0.065814
    1424    0.675905    0.060213
    1425    0.921787    0.028290
    1426    0.288241    0.057588
    1427    0.781134    0.054062
    1428    0.752065    0.057881
    1429    0.456849    0.065109
    1430    0.914315    0.030321
    1431    0.854813    0.042615
    1432    0.697626    0.056342
    1433    0.616507    0.065216
    1434    0.809053    0.051782
    1435    0.316715    0.061716
    1436    0.601248    0.063899
    1437    0.292281    0.055995
    1438    0.632726    0.066603
    1439    0.944121    0.025149
    1440    0.845320    0.046239
    1441    0.321257    0.062555
    1442    0.603212    0.066812
    1443    0.886523    0.037618
    1444    0.495464    0.068340
    1445    0.926909    0.028912
    1446    0.685980    0.062639
    1447    0.915849    0.029741
    1448    0.415823    0.067028
    1449    0.888788    0.036124
    1450    0.583094    0.067863
    1451    0.363573    0.062778
    1452    0.968992    0.017277
    1453    0.650167    0.065914
    1454    0.894797    0.037459
    1455    0.920904    0.030097
    1456    0.848623    0.044054
    1457    0.672878    0.059733
    1458    0.647315    0.065165
    1459    0.931156    0.028643
    1460    0.804698    0.051737
    1461    0.777626    0.053166
    1462    0.953518    0.022641
    1463    0.617691    0.063710
    1464    0.544758    0.065446
    1465    0.539792    0.065705
    1466    0.850382    0.044242
    1467    0.694346    0.059561
    1468    0.783716    0.053198
    1469    0.605203    0.065555
    1470    0.688273    0.063380
    1471    0.880212    0.039270
    1472    0.941394    0.025348
    1473    0.582204    0.068004
    1474    0.795144    0.051038
    1475    0.917984    0.029731
    1476    0.344094    0.061202
    1477    0.735171    0.058484
    1478    0.722268    0.059078
    1479    0.701278    0.060107
    1480    0.963434    0.018889
    1481    0.606849    0.066772
    1482    0.398962    0.066368
    1483    0.828145    0.046915
    1484    0.941911    0.025138
    1485    0.827950    0.046597
    1486    0.965217    0.018357
    1487    0.604933    0.065680
    1488    0.484896    0.065453
    1489    0.910135    0.030906
    1490    0.443454    0.067745
    1491    0.294117    0.060088
    1492    0.740459    0.055623
    1493    0.460142    0.066535
    1494    0.443123    0.065265
    1495    0.881296    0.039098
    1496    0.609182    0.065447
    1497    0.970670    0.015897
    1498    0.133107    0.038916
    1499    0.919594    0.029780
    1500    0.660512    0.063861
    1501    0.928685    0.027643
    1502    0.803916    0.049806
    1503    0.439646    0.067926
    1504    0.952522    0.023443
    1505    0.912002    0.033125
    1506    0.814889    0.048567
    1507    0.432219    0.065681
    1508    0.865246    0.040822
    1509    0.821405    0.049764
    1510    0.797913    0.051441
    1511    0.913297    0.033076
    1512    0.667667    0.060398
    1513    0.337960    0.061676
    1514    0.857315    0.043962
    1515    0.941152    0.026530
    1516    0.913624    0.032760
    1517    0.658187    0.063813
    1518    0.622922    0.064742
    1519    0.235817    0.053666
    1520    0.167017    0.045203
    1521    0.538618    0.066551
    1522    0.863847    0.042719
    1523    0.875052    0.040584
    1524    0.364769    0.063938
    1525    0.819431    0.049200
    1526    0.855999    0.042585
    1527    0.419930    0.064185
    1528    0.568381    0.066934
    1529    0.485891    0.068976
    1530    0.642249    0.061822
    1531    0.473114    0.064417
    1532    0.767676    0.052818
    1533    0.620230    0.067916
    1534    0.495402    0.068770
    1535    0.848495    0.043451
    1536    0.730135    0.059197
    1537    0.593947    0.066203
    1538    0.752992    0.057160
    1539    0.873062    0.040819
    1540    0.509056    0.065053
    1541    0.929030    0.027790
    1542    0.923680    0.028261
    1543    0.511250    0.066079
    1544    0.697886    0.064490
    1545    0.550983    0.069355
    1546    0.706834    0.061999
    1547    0.842475    0.043210
    1548    0.926480    0.028732
    1549    0.936271    0.025706
    1550    0.790911    0.052128
    1551    0.791700    0.050009
    1552    0.877936    0.038785
    1553    0.934422    0.027195
    1554    0.248625    0.054794
    1555    0.190259    0.048149
    1556    0.900150    0.036287
    1557    0.915726    0.030976
    1558    0.726036    0.056962
    1559    0.599897    0.066125
    1560    0.777504    0.052251
    1561    0.488713    0.068104
    1562    0.858516    0.045136
    1563    0.920861    0.029991
    1564    0.433980    0.066216
    1565    0.753968    0.056473
    1566    0.302855    0.061620
    1567    0.716994    0.058745
    1568    0.574602    0.067473
    1569    0.886985    0.038308
    1570    0.670065    0.063685
    1571    0.775385    0.054427
    1572    0.656666    0.063743
    1573    0.748801    0.057546
    1574    0.387138    0.065687
    1575    0.725770    0.057067
    1576    0.926468    0.029116
    1577    0.564346    0.067440
    1578    0.718904    0.058583
    1579    0.430691    0.068708
    1580    0.491615    0.069733
    1581    0.953157    0.022905
    1582    0.765158    0.055650
    1583    0.834592    0.044850
    1584    0.945472    0.025141
    1585    0.829618    0.047740
    1586    0.496099    0.064089
    1587    0.936060    0.025819
    1588    0.260584    0.051980
    1589    0.917690    0.028540
    1590    0.802876    0.050858
    1591    0.741335    0.059250
    1592    0.877733    0.039016
    1593    0.977792    0.015634
    1594    0.644081    0.064906
    1595    0.834173    0.044030
    1596    0.532750    0.066908
    1597    0.822271    0.046712
    1598    0.366253    0.063083
    1599    0.916687    0.030464
    1600    0.463696    0.069101
    1601    0.392661    0.066463
    1602    0.781032    0.053041
    1603    0.910283    0.031559
    1604    0.713791    0.059001
    1605    0.809774    0.049598
    1606    0.658761    0.060819
    1607    0.771457    0.054322
    1608    0.935955    0.026540
    1609    0.865239    0.042398
    1610    0.640793    0.063418
    1611    0.447475    0.066512
    1612    0.677297    0.061985
    1613    0.596379    0.068571
    1614    0.805239    0.048488
    1615    0.875129    0.039689
    1616    0.360226    0.063031
    1617    0.911621    0.032689
    1618    0.957286    0.022054
    1619    0.923919    0.028248
    1620    0.391834    0.063344
    1621    0.868386    0.040252
    1622    0.378617    0.064654
    1623    0.918795    0.033370
    1624    0.913088    0.030896
    1625    0.940402    0.026128
    1626    0.652647    0.061886
    1627    0.873684    0.041053
    1628    0.290957    0.061960
    1629    0.574448    0.065364
    1630    0.751303    0.054888
    1631    0.750185    0.053891
    1632    0.248180    0.054984
    1633    0.293199    0.058640
    1634    0.468872    0.067570
    1635    0.796802    0.051553
    1636    0.919199    0.029086
    1637    0.525786    0.064450
    1638    0.910962    0.031132
    1639    0.815807    0.048974
    1640    0.445373    0.066129
    1641    0.167386    0.044147
    1642    0.641848    0.066492
    1643    0.787480    0.052757
    1644    0.274119    0.058163
    1645    0.867920    0.041095
    1646    0.423618    0.066001
    1647    0.400375    0.065066
    1648    0.572787    0.067888
    1649    0.832807    0.046972
    1650    0.765939    0.055292
    1651    0.418144    0.065442
    1652    0.695774    0.061138
    1653    0.691092    0.062177
    1654    0.845205    0.045487
    1655    0.237568    0.051148
    1656    0.972428    0.014114
    1657    0.944754    0.024508
    1658    0.459525    0.068002
    1659    0.724542    0.057439
    1660    0.355124    0.062359
    1661    0.963837    0.019031
    1662    0.670568    0.062247
    1663    0.669991    0.061195
    1664    0.799829    0.049678
    1665    0.722413    0.059421
    1666    0.459519    0.066084
    1667    0.333753    0.062601
    1668    0.818683    0.049583
    1669    0.622728    0.063026
    1670    0.855147    0.042431
    1671    0.828304    0.045636
    1672    0.950872    0.023036
    1673    0.375436    0.063019
    1674    0.388682    0.062808
    1675    0.942046    0.025543
    1676    0.891228    0.035448
    1677    0.841357    0.046817
    1678    0.932037    0.028445
    1679    0.657631    0.064231
    1680    0.837195    0.044814
    1681    0.764054    0.053688
    1682    0.685341    0.062518
    1683    0.972841    0.015778
    1684    0.668002    0.061746
    1685    0.867952    0.041188
    1686    0.828320    0.048657
    1687    0.753164    0.057374
    1688    0.504095    0.067162
    1689    0.748329    0.056305
    1690    0.657670    0.062463
    1691    0.787677    0.052084
    1692    0.636502    0.064147
    1693    0.623946    0.063219
    1694    0.684950    0.062134
    1695    0.920352    0.028892
    1696    0.872531    0.040671
    1697    0.598152    0.064412
    1698    0.854253    0.044522
    1699    0.577929    0.066010
    1700    0.869413    0.040627
    1701    0.479919    0.067611
    1702    0.749906    0.053982
    1703    0.795536    0.050923
    1704    0.941898    0.024225
    1705    0.872188    0.040093
    1706    0.752086    0.057398
    1707    0.630944    0.066485
    1708    0.948505    0.023168
    1709    0.812725    0.049684
    1710    0.263411    0.056576
    1711    0.782573    0.053074
    1712    0.916098    0.031096
    1713    0.755692    0.056036
    1714    0.481420    0.066657
    1715    0.525536    0.066157
    1716    0.769275    0.054297
    1717    0.774465    0.055872
    1718    0.887709    0.037512
    1719    0.477713    0.066675
    1720    0.590519    0.066869
    1721    0.296487    0.059754
    1722    0.697167    0.061868
    1723    0.821242    0.049351
    1724    0.687909    0.059026
    1725    0.781677    0.051947
    1726    0.967215    0.017939
    1727    0.320681    0.060401
    1728    0.678341    0.060943
    1729    0.418026    0.065065
    1730    0.612772    0.065177
    1731    0.588497    0.065801
    1732    0.781421    0.052506
    1733    0.950207    0.022300
    1734    0.899832    0.033847
    1735    0.553053    0.067620
    1736    0.383195    0.065244
    1737    0.204385    0.050432
    1738    0.415318    0.066727
    1739    0.857954    0.042629
    1740    0.743501    0.054583
    1741    0.779378    0.053298
    1742    0.842560    0.045748
    1743    0.862230    0.041053
    1744    0.930859    0.028667
    1745    0.218763    0.053254
    1746    0.920769    0.029928
    1747    0.707140    0.057816
    1748    0.405264    0.065747
    1749    0.788948    0.050033
    1750    0.966353    0.018491
    1751    0.784406    0.052287
    1752    0.712918    0.058523
    1753    0.440433    0.062233
    1754    0.968357    0.016601
    1755    0.918479    0.029518
    1756    0.941609    0.023976
    1757    0.677135    0.062749
    1758    0.142541    0.040951
    1759    0.311334    0.060583
    1760    0.805753    0.048541
    1761    0.554978    0.066777
    1762    0.713255    0.061146
    1763    0.703477    0.060134
    1764    0.886967    0.038044
    1765    0.480453    0.067026
    1766    0.239837    0.054771
    1767    0.854883    0.043399
    1768    0.805691    0.049118
    1769    0.566551    0.067190
    1770    0.347695    0.061963
    1771    0.763822    0.055284
    1772    0.401976    0.065311
    1773    0.106425    0.036370
    1774    0.779787    0.056100
    1775    0.706454    0.059659
    1776    0.904851    0.033291
    1777    0.792865    0.050373
    1778    0.884166    0.039108
    1779    0.368274    0.066147
    1780    0.861251    0.043564
    1781    0.696263    0.061032
    1782    0.354863    0.062435
    1783    0.548060    0.069348
    1784    0.823358    0.047678
    1785    0.490455    0.066126
    1786    0.867143    0.040571
    1787    0.770682    0.055856
    1788    0.791453    0.051185
    1789    0.556230    0.067005
    1790    0.380179    0.063770
    1791    0.920851    0.028980
    1792    0.728674    0.057543
    1793    0.561306    0.065797
    1794    0.816866    0.048697
    1795    0.160571    0.041556
    1796    0.645413    0.062482
    1797    0.939481    0.026558
    1798    0.870037    0.039869
    1799    0.765297    0.053856
    1800    0.796146    0.051932
    1801    0.342795    0.062334
    1802    0.934346    0.027362
    1803    0.630009    0.062477
    1804    0.421542    0.064498
    1805    0.319291    0.059905
    1806    0.566638    0.066216
    1807    0.660576    0.062462
    1808    0.705597    0.060855
    1809    0.854402    0.045095
    1810    0.760058    0.056735
    1811    0.394110    0.062321
    1812    0.569641    0.065417
    1813    0.499322    0.070038
    1814    0.654448    0.060229
    1815    0.629550    0.067692
    1816    0.727210    0.057196
    1817    0.787599    0.053593
    1818    0.800698    0.051308
    1819    0.915530    0.030019
    1820    0.846235    0.045895
    1821    0.960610    0.020218
    1822    0.637632    0.065306
    1823    0.834705    0.045748
    1824    0.267119    0.054808
    1825    0.935864    0.026489
    1826    0.631142    0.064647
    1827    0.553955    0.067247
    1828    0.719406    0.057293
    1829    0.424024    0.065571
    1830    0.826330    0.047408
    1831    0.325692    0.062423
    1832    0.891365    0.037222
    1833    0.630676    0.065354
    1834    0.692967    0.060030
    1835    0.716317    0.060020
    1836    0.841896    0.047643
    1837    0.421064    0.065539
    1838    0.895559    0.035663
    1839    0.960834    0.021976
    1840    0.403225    0.063599
    1841    0.250850    0.056586
    1842    0.827909    0.045952
    1843    0.295786    0.059865
    1844    0.860138    0.040452
    1845    0.390080    0.063211
    1846    0.742549    0.059432
    1847    0.804250    0.051328
    1848    0.815923    0.048440
    1849    0.848461    0.043949
    1850    0.579310    0.066745
    1851    0.965449    0.018234
    1852    0.945460    0.023306
    1853    0.717530    0.057288
    1854    0.628547    0.066358
    1855    0.969295    0.016645
    1856    0.911886    0.031277
    1857    0.752197    0.055974
    1858    0.918530    0.029965
    1859    0.348417    0.061792
    1860    0.882762    0.037586
    1861    0.847554    0.045466
    1862    0.856087    0.042234
    1863    0.898314    0.033656
    1864    0.236591    0.054260
    1865    0.553060    0.068631
    1866    0.635384    0.065126
    1867    0.631910    0.066045
    1868    0.772948    0.053356
    1869    0.886999    0.036207
    1870    0.785676    0.053860
    1871    0.514041    0.068362
    1872    0.847052    0.043777
    1873    0.820317    0.050948
    1874    0.818677    0.047033
    1875    0.949785    0.021721
    1876    0.529962    0.066973
    1877    0.935937    0.028322
    1878    0.966081    0.019622
    1879    0.585624    0.065232
    1880    0.950678    0.023281
    1881    0.634154    0.060864
    1882    0.949989    0.022879
    1883    0.308028    0.057918
    1884    0.204748    0.052697
    1885    0.957918    0.020312
    1886    0.751681    0.057586
    1887    0.912855    0.031959
    1888    0.162286    0.044174
    1889    0.251818    0.055419
    1890    0.701741    0.059492
    1891    0.860802    0.043474
    1892    0.574885    0.065341
    1893    0.587925    0.065208
    1894    0.431872    0.068803
    1895    0.903240    0.034111
    1896    0.755146    0.056883
    1897    0.658158    0.065074
    1898    0.417776    0.063169
    1899    0.680395    0.061196
    1900    0.411990    0.062564
    1901    0.643643    0.064090
    1902    0.918189    0.031734
    1903    0.887209    0.038130
    1904    0.623672    0.065378
    1905    0.619966    0.067880
    1906    0.382649    0.064611
    1907    0.611393    0.067495
    1908    0.939717    0.026568
    1909    0.977261    0.017978
    1910    0.617220    0.063886
    1911    0.925419    0.028084
    1912    0.489109    0.066904
    1913    0.627246    0.065198
    1914    0.504171    0.068452
    1915    0.422968    0.064868
    1916    0.974319    0.015370
    1917    0.592429    0.066798
    1918    0.259569    0.054105
    1919    0.491049    0.068513
    1920    0.916543    0.029989
    1921    0.721759    0.057852
    1922    0.906194    0.033135
    1923    0.928577    0.028872
    1924    0.927686    0.028950
    1925    0.563997    0.066845
    1926    0.780130    0.053269
    1927    0.951340    0.022228
    1928    0.661513    0.063440
    1929    0.774533    0.055002
    1930    0.570504    0.066819
    1931    0.692343    0.059357
    1932    0.808750    0.050125
    1933    0.263541    0.053825
    1934    0.934362    0.028651
    1935    0.318497    0.060072
    1936    0.661750    0.060569
    1937    0.500032    0.065924
    1938    0.308431    0.059932
    1939    0.809483    0.049214
    1940    0.703472    0.058572
    1941    0.647548    0.063711
    1942    0.752974    0.057726
    1943    0.941263    0.024628
    1944    0.927776    0.027886
    1945    0.485119    0.066855
    1946    0.912674    0.031141
    1947    0.339928    0.061163
    1948    0.594094    0.063354
    1949    0.842534    0.044772
    1950    0.578231    0.065656
    1951    0.474071    0.066581
    1952    0.630332    0.064732
    1953    0.458877    0.066184
    1954    0.716635    0.058413
    1955    0.601473    0.065332
    1956    0.387758    0.065437
    1957    0.778265    0.054491
    1958    0.814091    0.048452
    1959    0.909979    0.033607
    1960    0.789092    0.053545
    1961    0.917662    0.030626
    1962    0.104901    0.032935
    1963    0.762464    0.053474
    1964    0.268639    0.056327
    1965    0.671132    0.059976
    1966    0.292695    0.058581
    1967    0.678503    0.061779
    1968    0.652015    0.063993
    1969    0.822700    0.050439
    1970    0.389353    0.066142
    1971    0.723641    0.061474
    1972    0.915419    0.033565
    1973    0.778488    0.052234
    1974    0.449791    0.064604
    1975    0.746306    0.056720
    1976    0.455813    0.070118
    1977    0.598909    0.064117
    1978    0.880728    0.039688
    1979    0.936079    0.026850
    1980    0.610200    0.066115
    1981    0.612397    0.063417
    1982    0.558924    0.066377
    1983    0.469977    0.067416
    1984    0.343073    0.062499
    1985    0.506026    0.069884
    1986    0.304724    0.058789
    1987    0.896448    0.034706
    1988    0.262683    0.055928
    1989    0.689516    0.064329
    1990    0.627736    0.064111
    1991    0.866331    0.042018
    1992    0.333040    0.062882
    1993    0.613852    0.064821
    1994    0.488861    0.065825
    1995    0.618281    0.065054
    1996    0.397340    0.063479
    1997    0.377304    0.066453
    1998    0.208288    0.050501
    1999    0.746252    0.056846
    2000    0.868612    0.040894
