   locus      deme_1      deme_2      deme_3      deme_4
     607    0.463000    0.457000    0.536000    0.544000
     608    0.603000    0.458000    0.474000    0.492000
     609    0.466000    0.523000    0.515000    0.541000
     610    0.530000    0.529000    0.475000    0.462000
     611    0.535000    0.514000    0.466000    0.479000
     612    0.475000    0.557000    0.492000    0.490000
     613    0.437000    0.474000    0.559000    0.527000
     614    0.549000    0.506000    0.450000    0.483000
     615    0.503000    0.506000    0.576000    0.570000
     616    0.541000    0.469000    0.514000    0.479000
     617    0.458000    0.468000    0.524000    0.514000
     618    0.565000    0.514000    0.474000    0.459000
     619    0.470000    0.459000    0.463000    0.545000
     620    0.442000    0.527000    0.527000    0.554000
     621    0.563000    0.510000    0.477000    0.467000
     622    0.401000    0.461000    0.601000    0.531000
     623    0.553000    0.502000    0.490000    0.465000
     624    0.422000    0.511000    0.521000    0.571000
     625    0.474000    0.532000    0.492000    0.481000
     626    0.444000    0.547000    0.450000    0.513000
     627    0.414000    0.465000    0.633000    0.545000
     628    0.434000    0.494000    0.548000    0.542000
     629    0.452000    0.535000    0.562000    0.566000
     630    0.571000    0.494000    0.454000    0.502000
     631    0.512000    0.500000    0.474000    0.466000
     632    0.449000    0.543000    0.509000    0.485000
     633    0.495000    0.521000    0.454000    0.467000
     634    0.400000    0.444000    0.559000    0.534000
     635    0.513000    0.399000    0.588000    0.518000
     636    0.502000    0.605000    0.434000    0.508000
     637    0.448000    0.501000    0.570000    0.511000
     638    0.521000    0.405000    0.575000    0.521000
     639    0.459000    0.498000    0.555000    0.475000
     640    0.532000    0.427000    0.564000    0.489000
     641    0.438000    0.520000    0.480000    0.494000
     642    0.442000    0.464000    0.577000    0.509000
     643    0.626000    0.459000    0.479000    0.483000
     644    0.401000    0.478000    0.582000    0.550000
     645    0.596000    0.466000    0.484000    0.468000
     646    0.486000    0.509000    0.466000    0.507000
     647    0.425000    0.576000    0.519000    0.533000
     648    0.592000    0.556000    0.448000    0.485000
     649    0.416000    0.474000    0.492000    0.538000
     650    0.565000    0.560000    0.449000    0.499000
     651    0.536000    0.444000    0.567000    0.508000
     652    0.488000    0.478000    0.457000    0.519000
     653    0.428000    0.558000    0.462000    0.490000
     654    0.505000    0.410000    0.549000    0.566000
     655    0.658000    0.467000    0.498000    0.484000
     656    0.477000    0.414000    0.537000    0.551000
     657    0.502000    0.608000    0.477000    0.444000
     658    0.552000    0.563000    0.453000    0.463000
     659    0.475000    0.525000    0.569000    0.460000
     660    0.540000    0.571000    0.496000    0.446000
     661    0.511000    0.486000    0.455000    0.519000
     662    0.497000    0.432000    0.588000    0.550000
     663    0.476000    0.478000    0.571000    0.451000
     664    0.451000    0.499000    0.588000    0.487000
     665    0.489000    0.423000    0.553000    0.553000
     666    0.465000    0.574000    0.479000    0.511000
     667    0.494000    0.495000    0.453000    0.478000
     668    0.538000    0.605000    0.476000    0.459000
     669    0.528000    0.624000    0.445000    0.485000
     670    0.524000    0.609000    0.421000    0.449000
     671    0.491000    0.396000    0.583000    0.524000
     672    0.468000    0.597000    0.417000    0.480000
     673    0.633000    0.539000    0.330000    0.534000
     674    0.457000    0.588000    0.503000    0.461000
     675    0.508000    0.528000    0.555000    0.469000
     676    0.504000    0.544000    0.517000    0.466000
     677    0.613000    0.525000    0.372000    0.534000
     678    0.491000    0.488000    0.439000    0.550000
     679    0.668000    0.438000    0.458000    0.516000
     680    0.464000    0.504000    0.503000    0.505000
     681    0.491000    0.496000    0.441000    0.535000
     682    0.403000    0.507000    0.649000    0.458000
     683    0.523000    0.548000    0.464000    0.497000
     684    0.483000    0.519000    0.548000    0.477000
     685    0.518000    0.519000    0.504000    0.515000
     686    0.526000    0.536000    0.438000    0.541000
     687    0.548000    0.500000    0.432000    0.501000
     688    0.586000    0.441000    0.535000    0.509000
     689    0.464000    0.438000    0.486000    0.493000
     690    0.621000    0.446000    0.483000    0.501000
     691    0.429000    0.442000    0.575000    0.534000
     692    0.613000    0.448000    0.478000    0.515000
     693    0.460000    0.507000    0.570000    0.479000
     694    0.514000    0.552000    0.447000    0.478000
     695    0.602000    0.439000    0.480000    0.462000
     696    0.475000    0.466000    0.459000    0.543000
     697    0.555000    0.532000    0.560000    0.400000
     698    0.526000    0.527000    0.569000    0.430000
     699    0.437000    0.539000    0.600000    0.459000
     700    0.483000    0.656000    0.580000    0.414000
     701    0.542000    0.390000    0.440000    0.618000
     702    0.662000    0.490000    0.464000    0.480000
     703    0.539000    0.345000    0.456000    0.626000
     704    0.475000    0.628000    0.556000    0.374000
     705    0.598000    0.508000    0.448000    0.468000
     706    0.554000    0.344000    0.460000    0.637000
     707    0.460000    0.429000    0.474000    0.549000
     708    0.575000    0.473000    0.487000    0.494000
     709    0.453000    0.534000    0.550000    0.438000
     710    0.490000    0.411000    0.502000    0.495000
     711    0.535000    0.487000    0.504000    0.495000
     712    0.399000    0.503000    0.514000    0.502000
     713    0.466000    0.499000    0.520000    0.506000
     714    0.564000    0.488000    0.523000    0.450000
     715    0.443000    0.534000    0.540000    0.539000
     716    0.468000    0.467000    0.514000    0.538000
     717    0.450000    0.494000    0.545000    0.488000
     718    0.476000    0.498000    0.528000    0.510000
     719    0.445000    0.520000    0.484000    0.543000
     720    0.460000    0.499000    0.457000    0.498000
     721    0.424000    0.507000    0.531000    0.532000
     722    0.404000    0.555000    0.539000    0.508000
     723    0.593000    0.494000    0.478000    0.485000
     724    0.492000    0.454000    0.490000    0.492000
     725    0.520000    0.516000    0.477000    0.505000
     726    0.466000    0.651000    0.544000    0.408000
     727    0.566000    0.340000    0.468000    0.607000
     728    0.438000    0.596000    0.515000    0.460000
     729    0.482000    0.490000    0.490000    0.526000
     730    0.470000    0.503000    0.564000    0.462000
     731    0.453000    0.559000    0.494000    0.472000
     732    0.554000    0.463000    0.470000    0.567000
     733    0.564000    0.478000    0.466000    0.563000
     734    0.435000    0.506000    0.554000    0.469000
     735    0.453000    0.536000    0.504000    0.503000
     736    0.441000    0.593000    0.535000    0.445000
     737    0.516000    0.465000    0.474000    0.528000
     738    0.660000    0.473000    0.505000    0.471000
     739    0.483000    0.504000    0.508000    0.472000
     740    0.412000    0.486000    0.518000    0.536000
     741    0.479000    0.531000    0.497000    0.459000
     742    0.412000    0.476000    0.492000    0.551000
     743    0.477000    0.493000    0.557000    0.484000
     744    0.446000    0.487000    0.512000    0.504000
     745    0.433000    0.480000    0.573000    0.477000
     746    0.562000    0.478000    0.480000    0.524000
     747    0.484000    0.543000    0.484000    0.518000
     748    0.444000    0.540000    0.517000    0.462000
     749    0.568000    0.503000    0.461000    0.511000
     750    0.473000    0.526000    0.494000    0.500000
     751    0.550000    0.547000    0.473000    0.532000
     752    0.464000    0.467000    0.551000    0.467000
     753    0.441000    0.629000    0.559000    0.419000
     754    0.464000    0.475000    0.553000    0.491000
     755    0.426000    0.481000    0.493000    0.556000
     756    0.667000    0.446000    0.488000    0.471000
     757    0.547000    0.503000    0.441000    0.546000
     758    0.457000    0.507000    0.502000    0.485000
     759    0.475000    0.498000    0.533000    0.468000
     760    0.467000    0.487000    0.528000    0.477000
     761    0.534000    0.527000    0.480000    0.483000
     762    0.479000    0.516000    0.535000    0.476000
     763    0.566000    0.540000    0.478000    0.503000
     764    0.453000    0.486000    0.531000    0.506000
     765    0.446000    0.467000    0.532000    0.496000
     766    0.499000    0.489000    0.499000    0.480000
     767    0.424000    0.462000    0.530000    0.562000
     768    0.417000    0.451000    0.587000    0.565000
     769    0.598000    0.571000    0.478000    0.448000
     770    0.408000    0.442000    0.560000    0.545000
     771    0.459000    0.580000    0.505000    0.455000
     772    0.471000    0.544000    0.428000    0.488000
     773    0.404000    0.502000    0.551000    0.563000
     774    0.686000    0.503000    0.450000    0.495000
     775    0.405000    0.487000    0.551000    0.575000
     776    0.408000    0.458000    0.535000    0.560000
     777    0.492000    0.466000    0.567000    0.487000
     778    0.493000    0.537000    0.494000    0.479000
     779    0.454000    0.487000    0.465000    0.568000
     780    0.514000    0.535000    0.471000    0.489000
     781    0.490000    0.464000    0.508000    0.533000
     782    0.513000    0.488000    0.561000    0.460000
     783    0.407000    0.594000    0.571000    0.464000
     784    0.477000    0.501000    0.573000    0.491000
     785    0.474000    0.459000    0.498000    0.495000
     786    0.538000    0.472000    0.544000    0.470000
     787    0.518000    0.456000    0.461000    0.488000
     788    0.490000    0.454000    0.482000    0.531000
     789    0.503000    0.443000    0.467000    0.534000
     790    0.515000    0.476000    0.483000    0.530000
     791    0.397000    0.557000    0.554000    0.498000
     792    0.619000    0.445000    0.416000    0.533000
     793    0.447000    0.511000    0.490000    0.489000
     794    0.475000    0.476000    0.497000    0.505000
     795    0.425000    0.628000    0.583000    0.458000
     796    0.600000    0.448000    0.464000    0.536000
     797    0.440000    0.524000    0.532000    0.442000
     798    0.458000    0.459000    0.489000    0.505000
     799    0.600000    0.397000    0.482000    0.541000
     800    0.441000    0.486000    0.507000    0.506000
     801    0.446000    0.481000    0.530000    0.489000
     802    0.593000    0.473000    0.510000    0.547000
     803    0.436000    0.525000    0.535000    0.470000
     804    0.675000    0.389000    0.505000    0.516000
     805    0.447000    0.520000    0.546000    0.440000
     806    0.493000    0.589000    0.522000    0.430000
     807    0.670000    0.394000    0.487000    0.510000
     808    0.720000    0.470000    0.481000    0.453000
     809    0.481000    0.467000    0.553000    0.497000
     810    0.415000    0.520000    0.435000    0.574000
     811    0.494000    0.552000    0.492000    0.479000
     812    0.438000    0.463000    0.583000    0.503000
     813    0.486000    0.507000    0.543000    0.471000
     814    0.499000    0.504000    0.468000    0.460000
     815    0.460000    0.452000    0.530000    0.516000
     816    0.567000    0.559000    0.399000    0.492000
     817    0.640000    0.516000    0.351000    0.556000
     818    0.400000    0.530000    0.495000    0.546000
     819    0.507000    0.534000    0.467000    0.485000
     820    0.549000    0.471000    0.466000    0.528000
     821    0.644000    0.476000    0.380000    0.573000
     822    0.338000    0.558000    0.626000    0.483000
     823    0.346000    0.564000    0.650000    0.465000
     824    0.588000    0.513000    0.431000    0.506000
     825    0.675000    0.473000    0.379000    0.539000
     826    0.570000    0.460000    0.474000    0.509000
     827    0.373000    0.514000    0.665000    0.464000
     828    0.554000    0.478000    0.455000    0.484000
     829    0.512000    0.527000    0.461000    0.515000
     830    0.450000    0.460000    0.471000    0.539000
     831    0.406000    0.563000    0.534000    0.521000
     832    0.396000    0.538000    0.563000    0.495000
     833    0.496000    0.560000    0.455000    0.535000
     834    0.555000    0.506000    0.443000    0.486000
     835    0.514000    0.481000    0.460000    0.573000
     836    0.465000    0.534000    0.537000    0.470000
     837    0.416000    0.500000    0.505000    0.539000
     838    0.529000    0.441000    0.458000    0.464000
     839    0.427000    0.514000    0.474000    0.537000
     840    0.490000    0.528000    0.518000    0.462000
     841    0.484000    0.541000    0.495000    0.506000
     842    0.541000    0.488000    0.487000    0.460000
     843    0.433000    0.548000    0.590000    0.490000
     844    0.497000    0.539000    0.476000    0.502000
     845    0.461000    0.460000    0.627000    0.472000
     846    0.431000    0.486000    0.613000    0.438000
     847    0.371000    0.569000    0.453000    0.528000
     848    0.622000    0.410000    0.377000    0.540000
     849    0.459000    0.494000    0.622000    0.450000
     850    0.631000    0.481000    0.394000    0.513000
     851    0.454000    0.470000    0.461000    0.554000
     852    0.431000    0.480000    0.466000    0.553000
     853    0.481000    0.501000    0.510000    0.467000
     854    0.471000    0.452000    0.556000    0.471000
     855    0.505000    0.538000    0.474000    0.462000
     856    0.450000    0.516000    0.511000    0.451000
     857    0.482000    0.451000    0.542000    0.497000
     858    0.462000    0.473000    0.557000    0.501000
     859    0.310000    0.588000    0.533000    0.577000
     860    0.303000    0.590000    0.528000    0.597000
     861    0.499000    0.532000    0.466000    0.521000
     862    0.566000    0.564000    0.476000    0.515000
     863    0.491000    0.471000    0.559000    0.479000
     864    0.684000    0.480000    0.440000    0.437000
     865    0.327000    0.566000    0.506000    0.561000
     866    0.317000    0.571000    0.521000    0.548000
     867    0.636000    0.401000    0.421000    0.505000
     868    0.347000    0.577000    0.591000    0.478000
     869    0.689000    0.376000    0.404000    0.555000
     870    0.576000    0.509000    0.464000    0.478000
     871    0.615000    0.408000    0.431000    0.518000
     872    0.483000    0.465000    0.548000    0.490000
     873    0.456000    0.474000    0.540000    0.451000
     874    0.607000    0.461000    0.435000    0.552000
     875    0.418000    0.537000    0.518000    0.544000
     876    0.473000    0.525000    0.540000    0.486000
     877    0.575000    0.526000    0.449000    0.477000
     878    0.497000    0.470000    0.554000    0.496000
     879    0.606000    0.424000    0.431000    0.542000
     880    0.454000    0.490000    0.531000    0.499000
     881    0.661000    0.373000    0.399000    0.577000
     882    0.343000    0.641000    0.609000    0.436000
     883    0.470000    0.461000    0.481000    0.616000
     884    0.465000    0.444000    0.498000    0.481000
     885    0.432000    0.442000    0.606000    0.515000
     886    0.471000    0.481000    0.534000    0.479000
     887    0.488000    0.465000    0.485000    0.602000
     888    0.484000    0.482000    0.483000    0.505000
     889    0.389000    0.613000    0.581000    0.478000
     890    0.314000    0.641000    0.616000    0.410000
     891    0.463000    0.559000    0.525000    0.431000
     892    0.555000    0.546000    0.515000    0.471000
     893    0.636000    0.471000    0.474000    0.501000
     894    0.521000    0.516000    0.509000    0.512000
     895    0.534000    0.523000    0.484000    0.485000
     896    0.464000    0.481000    0.500000    0.491000
     897    0.459000    0.440000    0.453000    0.581000
     898    0.443000    0.491000    0.501000    0.514000
     899    0.561000    0.522000    0.558000    0.489000
     900    0.468000    0.479000    0.489000    0.505000
     901    0.465000    0.466000    0.455000    0.607000
     902    0.347000    0.619000    0.616000    0.442000
     903    0.551000    0.555000    0.524000    0.527000
     904    0.548000    0.528000    0.539000    0.505000
     905    0.510000    0.430000    0.484000    0.588000
     906    0.472000    0.491000    0.485000    0.493000
     907    0.463000    0.461000    0.495000    0.496000
     908    0.480000    0.484000    0.421000    0.590000
     909    0.629000    0.510000    0.520000    0.424000
     910    0.459000    0.469000    0.401000    0.570000
     911    0.476000    0.463000    0.484000    0.513000
     912    0.503000    0.444000    0.433000    0.557000
     913    0.478000    0.455000    0.419000    0.570000
     914    0.463000    0.462000    0.497000    0.496000
     915    0.486000    0.457000    0.427000    0.578000
     916    0.368000    0.520000    0.591000    0.505000
     917    0.386000    0.544000    0.577000    0.464000
     918    0.607000    0.452000    0.415000    0.515000
     919    0.454000    0.479000    0.547000    0.495000
     920    0.469000    0.472000    0.504000    0.633000
     921    0.454000    0.531000    0.491000    0.494000
     922    0.583000    0.530000    0.558000    0.426000
     923    0.433000    0.478000    0.437000    0.554000
     924    0.460000    0.569000    0.522000    0.470000
     925    0.422000    0.585000    0.490000    0.498000
     926    0.457000    0.484000    0.430000    0.544000
     927    0.479000    0.479000    0.455000    0.513000
     928    0.492000    0.453000    0.514000    0.470000
     929    0.492000    0.472000    0.520000    0.491000
     930    0.456000    0.606000    0.443000    0.470000
     931    0.588000    0.464000    0.473000    0.516000
     932    0.592000    0.479000    0.484000    0.526000
     933    0.531000    0.482000    0.472000    0.509000
     934    0.533000    0.526000    0.486000    0.460000
     935    0.415000    0.445000    0.569000    0.537000
     936    0.418000    0.431000    0.569000    0.552000
     937    0.537000    0.472000    0.444000    0.500000
     938    0.454000    0.551000    0.482000    0.474000
     939    0.551000    0.486000    0.465000    0.472000
     940    0.498000    0.577000    0.458000    0.433000
     941    0.497000    0.585000    0.499000    0.487000
     942    0.466000    0.459000    0.553000    0.464000
     943    0.511000    0.570000    0.453000    0.468000
     944    0.532000    0.418000    0.529000    0.532000
     945    0.583000    0.475000    0.432000    0.541000
     946    0.514000    0.530000    0.510000    0.519000
     947    0.415000    0.447000    0.620000    0.514000
     948    0.571000    0.567000    0.390000    0.526000
     949    0.439000    0.407000    0.620000    0.495000
     950    0.506000    0.544000    0.474000    0.456000
     951    0.529000    0.558000    0.471000    0.477000
     952    0.531000    0.552000    0.492000    0.456000
     953    0.514000    0.541000    0.484000    0.434000
     954    0.482000    0.545000    0.438000    0.477000
     955    0.461000    0.491000    0.510000    0.557000
     956    0.485000    0.548000    0.461000    0.497000
     957    0.484000    0.466000    0.497000    0.531000
     958    0.521000    0.567000    0.465000    0.448000
     959    0.453000    0.454000    0.517000    0.544000
     960    0.479000    0.472000    0.500000    0.537000
     961    0.541000    0.563000    0.488000    0.451000
     962    0.477000    0.572000    0.497000    0.492000
     963    0.498000    0.555000    0.486000    0.434000
     964    0.468000    0.443000    0.504000    0.550000
     965    0.462000    0.486000    0.504000    0.568000
     966    0.420000    0.452000    0.523000    0.532000
     967    0.443000    0.457000    0.519000    0.561000
     968    0.573000    0.549000    0.471000    0.472000
     969    0.464000    0.479000    0.547000    0.509000
     970    0.477000    0.570000    0.474000    0.471000
     971    0.470000    0.563000    0.460000    0.469000
     972    0.466000    0.585000    0.468000    0.505000
     973    0.495000    0.488000    0.520000    0.469000
     974    0.497000    0.569000    0.445000    0.482000
     975    0.504000    0.430000    0.538000    0.547000
     976    0.526000    0.449000    0.532000    0.528000
     977    0.450000    0.464000    0.511000    0.530000
     978    0.524000    0.500000    0.440000    0.511000
     979    0.594000    0.576000    0.480000    0.458000
     980    0.497000    0.504000    0.547000    0.503000
     981    0.457000    0.456000    0.513000    0.585000
     982    0.299000    0.517000    0.654000    0.562000
     983    0.484000    0.484000    0.522000    0.455000
     984    0.569000    0.525000    0.444000    0.471000
     985    0.419000    0.530000    0.566000    0.491000
     986    0.621000    0.444000    0.477000    0.479000
     987    0.462000    0.442000    0.561000    0.562000
     988    0.420000    0.540000    0.496000    0.512000
     989    0.382000    0.436000    0.538000    0.583000
     990    0.415000    0.486000    0.481000    0.547000
     991    0.428000    0.558000    0.496000    0.427000
     992    0.469000    0.618000    0.434000    0.524000
     993    0.474000    0.483000    0.558000    0.478000
     994    0.427000    0.636000    0.399000    0.509000
     995    0.497000    0.553000    0.401000    0.530000
     996    0.445000    0.461000    0.482000    0.528000
     997    0.493000    0.566000    0.452000    0.519000
     998    0.415000    0.611000    0.453000    0.501000
     999    0.536000    0.621000    0.446000    0.476000
    1000    0.421000    0.615000    0.438000    0.504000
    1001    0.553000    0.520000    0.479000    0.497000
    1002    0.507000    0.622000    0.406000    0.501000
    1003    0.439000    0.505000    0.508000    0.539000
    1004    0.477000    0.498000    0.542000    0.466000
    1005    0.544000    0.617000    0.447000    0.493000
    1006    0.489000    0.461000    0.561000    0.480000
    1007    0.603000    0.415000    0.525000    0.484000
    1008    0.534000    0.605000    0.367000    0.514000
    1009    0.452000    0.531000    0.528000    0.489000
    1010    0.423000    0.521000    0.519000    0.464000
    1011    0.594000    0.487000    0.444000    0.525000
    1012    0.558000    0.386000    0.568000    0.516000
    1013    0.455000    0.606000    0.478000    0.492000
    1014    0.460000    0.633000    0.455000    0.517000
    1015    0.591000    0.380000    0.580000    0.512000
    1016    0.553000    0.495000    0.569000    0.448000
    1017    0.486000    0.472000    0.598000    0.434000
    1018    0.493000    0.723000    0.348000    0.489000
    1019    0.494000    0.473000    0.583000    0.487000
    1020    0.371000    0.383000    0.487000    0.649000
    1021    0.386000    0.447000    0.504000    0.619000
    1022    0.490000    0.492000    0.568000    0.468000
    1023    0.439000    0.412000    0.470000    0.609000
    1024    0.474000    0.455000    0.514000    0.559000
    1025    0.501000    0.439000    0.590000    0.459000
    1026    0.630000    0.468000    0.569000    0.433000
    1027    0.473000    0.467000    0.575000    0.499000
    1028    0.417000    0.489000    0.463000    0.585000
    1029    0.626000    0.487000    0.544000    0.434000
    1030    0.394000    0.528000    0.469000    0.609000
    1031    0.388000    0.523000    0.455000    0.585000
    1032    0.461000    0.451000    0.603000    0.460000
    1033    0.389000    0.575000    0.328000    0.614000
    1034    0.483000    0.488000    0.602000    0.482000
    1035    0.478000    0.468000    0.592000    0.500000
    1036    0.630000    0.491000    0.516000    0.430000
    1037    0.620000    0.450000    0.660000    0.403000
    1038    0.356000    0.512000    0.421000    0.666000
    1039    0.406000    0.628000    0.366000    0.589000
    1040    0.523000    0.478000    0.562000    0.487000
    1041    0.375000    0.599000    0.397000    0.626000
    1042    0.648000    0.466000    0.535000    0.463000
    1043    0.669000    0.473000    0.542000    0.429000
    1044    0.561000    0.666000    0.430000    0.417000
    1045    0.582000    0.573000    0.435000    0.487000
    1046    0.664000    0.459000    0.649000    0.397000
    1047    0.532000    0.503000    0.487000    0.464000
    1048    0.480000    0.447000    0.538000    0.543000
    1049    0.468000    0.506000    0.486000    0.486000
    1050    0.441000    0.497000    0.526000    0.494000
    1051    0.461000    0.543000    0.515000    0.475000
    1052    0.568000    0.481000    0.500000    0.446000
    1053    0.468000    0.497000    0.529000    0.443000
    1054    0.574000    0.477000    0.494000    0.548000
    1055    0.541000    0.553000    0.478000    0.479000
    1056    0.511000    0.538000    0.474000    0.460000
    1057    0.521000    0.563000    0.470000    0.506000
    1058    0.473000    0.540000    0.464000    0.453000
    1059    0.431000    0.582000    0.502000    0.526000
    1060    0.450000    0.577000    0.487000    0.500000
    1061    0.456000    0.572000    0.499000    0.516000
    1062    0.540000    0.553000    0.479000    0.457000
    1063    0.550000    0.476000    0.510000    0.470000
    1064    0.496000    0.522000    0.475000    0.550000
    1065    0.433000    0.479000    0.492000    0.589000
    1066    0.465000    0.535000    0.481000    0.482000
    1067    0.513000    0.572000    0.560000    0.454000
    1068    0.531000    0.433000    0.498000    0.582000
    1069    0.521000    0.512000    0.532000    0.443000
    1070    0.538000    0.602000    0.507000    0.457000
    1071    0.484000    0.464000    0.499000    0.600000
    1072    0.471000    0.562000    0.466000    0.485000
    1073    0.430000    0.501000    0.499000    0.498000
    1074    0.462000    0.451000    0.495000    0.564000
    1075    0.504000    0.537000    0.500000    0.444000
    1076    0.781000    0.486000    0.448000    0.495000
    1077    0.422000    0.500000    0.513000    0.520000
    1078    0.443000    0.471000    0.509000    0.506000
    1079    0.642000    0.434000    0.465000    0.534000
    1080    0.452000    0.492000    0.533000    0.454000
    1081    0.429000    0.507000    0.483000    0.587000
    1082    0.486000    0.411000    0.505000    0.537000
    1083    0.490000    0.597000    0.510000    0.508000
    1084    0.476000    0.587000    0.540000    0.525000
    1085    0.494000    0.547000    0.497000    0.484000
    1086    0.456000    0.509000    0.515000    0.474000
    1087    0.415000    0.509000    0.548000    0.497000
    1088    0.565000    0.492000    0.498000    0.520000
    1089    0.444000    0.485000    0.494000    0.476000
    1090    0.552000    0.496000    0.543000    0.542000
    1091    0.536000    0.499000    0.539000    0.518000
    1092    0.473000    0.497000    0.490000    0.480000
    1093    0.470000    0.533000    0.497000    0.473000
    1094    0.911000    0.391000    0.458000    0.478000
    1095    0.492000    0.512000    0.500000    0.502000
    1096    0.460000    0.506000    0.506000    0.493000
    1097    0.444000    0.492000    0.522000    0.509000
    1098    0.455000    0.502000    0.543000    0.499000
    1099    0.679000    0.373000    0.466000    0.545000
    1100    0.677000    0.401000    0.468000    0.501000
    1101    0.513000    0.548000    0.494000    0.496000
    1102    0.417000    0.517000    0.526000    0.460000
    1103    0.594000    0.464000    0.504000    0.530000
    1104    0.457000    0.503000    0.591000    0.472000
    1105    0.461000    0.501000    0.533000    0.499000
    1106    0.454000    0.534000    0.530000    0.492000
    1107    0.425000    0.576000    0.526000    0.479000
    1108    0.514000    0.580000    0.476000    0.488000
    1109    0.432000    0.543000    0.530000    0.520000
    1110    0.460000    0.510000    0.510000    0.491000
    1111    0.458000    0.539000    0.491000    0.473000
    1112    0.403000    0.589000    0.523000    0.512000
    1113    0.430000    0.533000    0.472000    0.523000
    1114    0.995000    0.310000    0.530000    0.479000
    1115    0.677000    0.483000    0.421000    0.495000
    1116    0.463000    0.461000    0.547000    0.498000
    1117    0.584000    0.468000    0.490000    0.515000
    1118    0.419000    0.570000    0.504000    0.519000
    1119    0.441000    0.491000    0.539000    0.490000
    1120    0.970000    0.316000    0.510000    0.477000
    1121    0.445000    0.490000    0.487000    0.566000
    1122    0.437000    0.467000    0.504000    0.545000
    1123    0.440000    0.429000    0.521000    0.595000
    1124    0.997000    0.424000    0.411000    0.463000
    1125    0.193000    0.707000    0.498000    0.613000
    1126    0.412000    0.494000    0.510000    0.509000
    1127    0.447000    0.508000    0.487000    0.572000
    1128    0.227000    0.684000    0.443000    0.649000
    1129    0.920000    0.450000    0.424000    0.423000
    1130    0.847000    0.382000    0.534000    0.423000
    1131    0.560000    0.547000    0.482000    0.503000
    1132    0.585000    0.539000    0.486000    0.515000
    1133    0.552000    0.519000    0.481000    0.514000
    1134    0.428000    0.460000    0.539000    0.542000
    1135    0.460000    0.463000    0.525000    0.485000
    1136    0.477000    0.646000    0.468000    0.477000
    1137    0.363000    0.601000    0.499000    0.489000
    1138    0.419000    0.649000    0.425000    0.496000
    1139    0.652000    0.402000    0.548000    0.493000
    1140    0.491000    0.454000    0.489000    0.494000
    1141    0.444000    0.493000    0.516000    0.522000
    1142    0.445000    0.489000    0.510000    0.499000
    1143    0.417000    0.490000    0.541000    0.536000
    1144    0.548000    0.531000    0.493000    0.483000
    1145    0.437000    0.478000    0.536000    0.489000
    1146    0.441000    0.473000    0.527000    0.516000
    1147    0.456000    0.467000    0.510000    0.521000
    1148    0.680000    0.396000    0.478000    0.469000
    1149    0.473000    0.568000    0.517000    0.487000
    1150    0.803000    0.377000    0.516000    0.442000
    1151    0.479000    0.619000    0.477000    0.463000
    1152    0.476000    0.575000    0.490000    0.488000
    1153    0.443000    0.514000    0.457000    0.515000
    1154    0.419000    0.682000    0.467000    0.475000
    1155    0.455000    0.466000    0.513000    0.496000
    1156    0.868000    0.343000    0.513000    0.420000
    1157    0.491000    0.473000    0.495000    0.477000
    1158    0.391000    0.675000    0.470000    0.476000
    1159    0.434000    0.611000    0.488000    0.474000
    1160    0.446000    0.536000    0.479000    0.533000
    1161    0.342000    0.591000    0.529000    0.545000
    1162    0.948000    0.392000    0.442000    0.491000
    1163    0.503000    0.422000    0.539000    0.494000
    1164    0.514000    0.413000    0.538000    0.524000
    1165    0.505000    0.419000    0.502000    0.498000
    1166    0.691000    0.389000    0.492000    0.459000
    1167    0.678000    0.414000    0.468000    0.495000
    1168    0.313000    0.632000    0.529000    0.561000
    1169    0.315000    0.593000    0.552000    0.518000
    1170    0.676000    0.417000    0.454000    0.495000
    1171    0.664000    0.386000    0.447000    0.490000
    1172    0.666000    0.411000    0.477000    0.509000
    1173    0.481000    0.581000    0.430000    0.486000
    1174    0.432000    0.462000    0.544000    0.490000
    1175    0.545000    0.445000    0.465000    0.498000
    1176    0.401000    0.658000    0.451000    0.460000
    1177    0.656000    0.369000    0.549000    0.441000
    1178    0.683000    0.350000    0.551000    0.489000
    1179    0.433000    0.498000    0.501000    0.511000
    1180    0.463000    0.588000    0.471000    0.495000
    1181    0.432000    0.559000    0.456000    0.489000
    1182    0.457000    0.556000    0.485000    0.491000
    1183    0.450000    0.475000    0.545000    0.477000
    1184    0.413000    0.517000    0.510000    0.525000
    1185    0.372000    0.557000    0.533000    0.534000
    1186    0.311000    0.512000    0.649000    0.460000
    1187    0.515000    0.551000    0.391000    0.500000
    1188    0.490000    0.410000    0.649000    0.489000
    1189    0.623000    0.462000    0.497000    0.477000
    1190    0.432000    0.454000    0.520000    0.502000
    1191    0.609000    0.459000    0.480000    0.471000
    1192    0.574000    0.450000    0.444000    0.505000
    1193    0.351000    0.551000    0.420000    0.572000
    1194    0.347000    0.551000    0.476000    0.558000
    1195    0.365000    0.559000    0.471000    0.575000
    1196    0.669000    0.501000    0.470000    0.482000
    1197    0.607000    0.459000    0.471000    0.502000
    1198    0.582000    0.485000    0.587000    0.422000
    1199    0.582000    0.488000    0.446000    0.506000
    1200    0.470000    0.555000    0.526000    0.453000
    1201    0.515000    0.470000    0.495000    0.482000
    1202    0.577000    0.458000    0.459000    0.513000
    1203    0.366000    0.569000    0.507000    0.553000
    1204    0.473000    0.576000    0.517000    0.482000
