   locus        mean         std         KLD
    5344   30.810843   29.210925    0.003799
    5345   28.743735   28.224782    0.004721
    5346   29.699256   29.704316    0.001853
    5347   22.293216   21.863126    0.054678
    5348   27.838252   27.036978    0.008710
    5349   27.738109   28.348567    0.008697
    5350   28.561483   27.840503    0.005714
    5351   27.210891   26.733118    0.010967
    5352   26.913973   25.937149    0.013844
    5353   25.982674   25.953492    0.017870
    5354   25.935120   25.988539    0.018200
    5355   26.280803   26.271788    0.015899
    5356   27.371847   27.297370    0.009777
    5357   25.164202   25.206628    0.023964
    5358   26.260439   26.649307    0.016312
    5359   27.145020   27.106624    0.010910
    5360   26.243513   25.948527    0.016301
    5361   26.039788   26.119731    0.017493
    5362   28.364375   27.238895    0.007612
    5363   28.809196   27.519865    0.006692
    5364   27.528451   26.565203    0.010605
    5365   22.372920   22.475825    0.053180
    5366   28.966750   28.121925    0.004732
    5367   22.734897   22.449782    0.048766
    5368   24.449486   24.180715    0.030300
    5369   24.701290   24.707410    0.027871
    5370   24.715835   23.883144    0.029210
    5371   24.418554   24.409857    0.030431
    5372   27.176758   28.474869    0.013676
    5373   25.454254   24.905179    0.022284
    5374   27.988053   28.110905    0.007041
    5375   29.188355   27.646004    0.006648
    5376   28.563782   27.296603    0.007432
    5377   24.153299   23.637038    0.033544
    5378   25.104393   24.544554    0.025088
    5379   31.835827   32.564773    0.000708
    5380   20.610384   20.640711    0.079405
    5381   23.692564   23.011066    0.038695
    5382   28.606814   27.672617    0.006119
    5383   26.962506   26.522328    0.012218
    5384   27.375643   27.483953    0.009770
    5385   25.800293   25.733231    0.019146
    5386   27.928284   27.138563    0.008294
    5387   30.482010   29.231142    0.002802
    5388   28.293045   26.223152    0.012790
    5389   31.210257   29.211268    0.005396
    5390   26.008241   25.581062    0.018042
    5391   24.542189   23.857110    0.030301
    5392   27.102594   26.206525    0.012541
    5393   28.306447   27.340323    0.007292
    5394   30.982746   27.991152    0.012337
    5395   25.844014   25.949697    0.018850
    5396   28.249924   27.135650    0.008008
    5397   22.075851   22.213121    0.057163
    5398   28.661771   27.610004    0.006303
    5399   25.059137   25.252187    0.024895
    5400   30.164617   29.123820    0.002579
    5401   33.001290   29.276612    0.017623
    5402   29.932369   28.829859    0.003170
    5403   28.727940   27.968202    0.005254
    5404   30.591888   30.087001    0.000854
    5405   27.216655   27.421913    0.010614
    5406   32.904231   28.946645    0.019773
    5407   28.385030   27.695339    0.006263
    5408   37.958451   31.403534    0.057314
    5409   27.817732   26.350304    0.011334
    5410   27.625353   27.966592    0.008773
    5411   22.519766   22.365621    0.051320
    5412   29.542001   29.507068    0.002184
    5413   28.977779   28.377477    0.004155
    5414   27.533411   27.426520    0.009017
    5415   27.224381   27.065373    0.010544
    5416   30.366223   26.470680    0.022312
    5417   27.303548   26.941067    0.010331
    5418   26.978080   24.901165    0.019497
    5419   28.191680   27.313446    0.007468
    5420   29.557413   28.987771    0.002628
    5421   27.996520   27.849554    0.007017
    5422   31.121177   30.251107    0.001118
    5423   28.071490   28.118977    0.006685
    5424   29.036635   27.755692    0.005956
    5425   28.634535   28.511928    0.004673
    5426   32.804529   26.287748    0.053005
    5427   37.395474   29.333813    0.076864
    5428   27.480830   25.696992    0.014715
    5429   25.847388   25.644938    0.018884
    5430   28.399561   27.453259    0.006885
    5431   27.539007   26.900919    0.009665
    5432   27.966432   27.113309    0.008307
    5433   27.494319   27.788714    0.009329
    5434   30.824214   29.089051    0.004403
    5435   25.567711   25.700318    0.020864
    5436   30.350871   27.951489    0.008910
    5437   26.212355   26.110800    0.016359
    5438   28.698826   27.024425    0.008858
    5439   27.040840   25.935145    0.013618
    5440   31.024106   31.448907    0.000401
    5441   45.468669   39.671208    0.096539
    5442   38.932668   31.457047    0.072276
    5443   43.234522   34.143940    0.113587
    5444   25.761327   26.384937    0.020170
    5445   26.182835   24.532956    0.021685
    5446   27.330083   26.802876    0.010453
    5447   42.556571   33.323294    0.111807
    5448   44.767290   33.931061    0.146862
    5449   32.902997   34.109695    0.002580
    5450   33.391837   30.899118    0.008824
    5451   44.670734   33.589790    0.149997
    5452   20.724390   20.389032    0.077833
    5453   26.269366   26.417103    0.016013
    5454   31.484025   31.967371    0.000309
    5455   28.027801   27.969313    0.006861
    5456   29.589953   30.035557    0.002372
    5457   25.739185   25.177174    0.020189
    5458   48.311511   34.116743    0.221299
    5459   24.943203   23.823349    0.028394
    5460   24.538376   24.274467    0.029478
    5461   28.246463   28.199416    0.006011
    5462   29.410378   29.311994    0.002495
    5463   32.501619   29.751898    0.009731
    5464   30.277297   27.027445    0.015921
    5465   46.852873   34.229297    0.186645
    5466   28.533979   27.687493    0.006121
    5467   26.359580   27.045487    0.016272
    5468   24.378317   23.884627    0.031335
    5469   29.866151   29.254690    0.002074
    5470   26.787066   26.830768    0.012851
    5471   28.504242   28.629481    0.005110
    5472   29.072633   27.722020    0.006132
    5473   27.071718   26.851193    0.011376
    5474   28.301049   27.887551    0.006080
    5475   26.802539   26.531277    0.012892
    5476   24.785354   24.126012    0.028049
    5477   29.755412   28.796602    0.003084
    5478   29.781606   27.174205    0.011672
    5479   29.837429   29.198724    0.002177
    5480   32.639088   28.608128    0.020506
    5481   25.961368   24.762093    0.020778
    5482   29.302552   29.492071    0.002794
    5483   29.127306   27.179361    0.008997
    5484   28.679575   27.427721    0.006971
    5485   23.498477   23.753495    0.039858
    5486   29.292163   29.265096    0.002766
    5487   27.438783   26.916700    0.009912
    5488   27.787613   28.257122    0.008225
    5489   23.359501   22.581210    0.042673
    5490   29.119425   28.811150    0.003355
    5491   28.364419   29.208629    0.006715
    5492   28.022807   27.604956    0.007162
    5493   28.475291   26.982302    0.008747
    5494   29.158775   29.605072    0.003408
    5495   23.272096   22.171292    0.045117
    5496   29.136194   26.627703    0.012815
    5497   29.051255   28.469674    0.003913
    5498   31.412820   31.395700    0.000015
    5499   26.952007   26.982516    0.011933
    5500   26.399318   26.011198    0.015430
    5501   26.776880   26.511879    0.013032
    5502   27.139454   27.068644    0.010945
    5503   27.318549   26.518345    0.011138
    5504   27.228910   26.654959    0.011051
    5505   28.094443   27.989286    0.006608
    5506   27.133774   26.346413    0.012054
    5507   27.449404   26.336833    0.011520
    5508   28.070144   27.891608    0.006738
    5509   28.400686   28.083169    0.005606
    5510   24.656065   25.221240    0.028948
    5511   23.703541   23.002603    0.038640
    5512   26.894105   26.594109    0.012409
    5513   21.249099   21.567614    0.069396
    5514   28.002154   27.469175    0.007426
    5515   28.189152   27.902279    0.006357
    5516   30.778931   29.023239    0.004550
    5517   24.547229   24.065012    0.029747
    5518   30.337559   29.260696    0.002428
    5519   28.215218   27.921599    0.006264
    5520   25.598306   25.059263    0.021174
    5521   31.347208   28.658666    0.009604
    5522   31.404845   29.161282    0.006648
    5523   24.463337   23.945450    0.030595
    5524   24.044659   23.669698    0.034336
    5525   28.223803   28.393983    0.006139
    5526   28.122155   29.905521    0.011643
    5527   26.484830   25.571181    0.016164
    5528   26.397602   26.946155    0.015719
    5529   32.841215   30.726038    0.006158
    5530   25.001620   24.689947    0.025495
    5531   27.086779   27.966801    0.012570
    5532   26.411903   26.614737    0.015150
    5533   23.357811   22.810868    0.041964
    5534   30.009673   29.866900    0.001313
    5535   28.698234   27.295164    0.007541
    5536   25.979075   25.308766    0.018752
    5537   26.930964   27.151987    0.012134
    5538   27.684401   26.721253    0.009875
    5539   33.997509   29.720385    0.023500
    5540   28.784501   27.285578    0.007689
    5541   19.724125   20.301421    0.096396
    5542   21.355073   20.709910    0.068666
    5543   28.279423   27.888017    0.006131
    5544   28.756301   28.681624    0.004270
    5545   28.541335   28.496447    0.004962
    5546   30.629752   29.152150    0.003480
    5547   23.533141   23.918359    0.039675
    5548   29.428559   29.336992    0.002450
    5549   26.841718   26.363277    0.012950
    5550   27.004638   27.472893    0.012035
    5551   26.608768   26.386025    0.013971
    5552   27.078384   26.434411    0.011985
    5553   25.237715   25.691466    0.023788
    5554   25.856696   25.698198    0.018788
    5555   27.467690   27.857454    0.009567
    5556   27.656107   27.864378    0.008510
    5557   26.380565   26.391008    0.015269
    5558   25.840015   26.128132    0.019017
    5559   32.977122   30.744129    0.006902
    5560   28.411989   28.152713    0.005512
    5561   26.539835   26.272984    0.014422
    5562   25.499329   24.941516    0.021959
    5563   27.716528   27.577912    0.008199
    5564   26.053611   25.642240    0.017709
    5565   26.199897   25.666869    0.016954
    5566   25.427279   25.251616    0.021951
    5567   24.867309   25.793614    0.028214
    5568   28.264844   26.830474    0.009276
    5569   27.409719   26.021842    0.012907
    5570   26.251654   26.621220    0.016341
    5571   26.175481   25.750261    0.016920
    5572   26.651739   26.844023    0.013695
    5573   27.989634   27.207849    0.008017
    5574   23.703569   23.579137    0.037545
    5575   29.363458   28.307507    0.004264
    5576   28.214920   27.745912    0.006482
    5577   40.366284   37.198870    0.040734
    5578   28.007690   25.516068    0.017243
    5579   23.851948   24.065017    0.036071
    5580   30.134706   30.426519    0.001206
    5581   34.149964   33.607639    0.003459
    5582   28.743047   27.709625    0.005975
    5583   30.412742   29.607530    0.001609
    5584   28.218200   28.874668    0.006811
    5585   30.947048   28.192179    0.010526
    5586   28.626152   27.662532    0.006142
    5587   26.979711   27.222829    0.011887
    5588   27.632648   27.583308    0.008546
    5589   26.358947   25.136971    0.018188
    5590   24.891149   24.751828    0.026265
    5591   30.606212   28.161752    0.008786
    5592   26.940092   26.229074    0.012896
    5593   29.155359   29.540010    0.003340
    5594   25.949579   25.550658    0.018399
    5595   28.656639   27.307096    0.007450
    5596   27.778301   27.356348    0.008194
    5597   29.994702   28.898707    0.003036
    5598   28.052708   27.373631    0.007512
    5599   29.030782   27.672885    0.006286
    5600   25.223152   25.528635    0.023677
    5601   25.857884   25.559810    0.018902
    5602   26.561179   26.464641    0.014181
    5603   28.593292   27.509485    0.006644
    5604   25.084615   25.494904    0.024953
    5605   23.387049   23.457981    0.040943
    5606   22.593374   21.820727    0.051839
    5607   28.240919   27.959243    0.006156
    5608   28.397989   27.119541    0.008079
    5609   28.964123   29.273494    0.003788
    5610   27.969127   27.362157    0.007701
    5611   29.346470   29.983910    0.003241
    5612   30.891522   29.451699    0.003057
    5613   26.680806   26.081268    0.014110
    5614   26.163931   25.250606    0.018231
    5615   27.586854   27.341475    0.008853
    5616   27.441053   26.685714    0.010413
    5617   22.635170   22.329421    0.050037
    5618   26.709716   27.088980    0.013551
    5619   29.632139   29.640974    0.001990
    5620   28.315378   26.666185    0.010153
    5621   28.273789   27.068557    0.008258
    5622   27.253285   27.198716    0.010360
    5623   27.093089   27.290760    0.011247
    5624   29.998772   30.163811    0.001341
    5625   24.706588   24.123511    0.028543
    5626   26.052772   25.616444    0.017755
    5627   31.411753   28.535094    0.010941
    5628   31.884351   29.473221    0.007480
    5629   29.222880   27.991072    0.005240
    5630   27.836959   27.796476    0.007648
    5631   29.562775   29.379833    0.002187
    5632   27.821281   27.432320    0.007964
    5633   25.150347   24.049183    0.026555
    5634   26.234893   27.148110    0.017753
    5635   27.334413   27.656821    0.010131
    5636   27.545872   27.762543    0.009020
    5637   27.710266   28.152015    0.008523
    5638   26.553489   26.475901    0.014221
    5639   28.455452   26.832620    0.009471
    5640   28.519141   27.630894    0.006288
    5641   28.662196   27.968478    0.005316
    5642   29.207853   29.338788    0.003004
    5643   27.373778   27.620442    0.009863
    5644   28.457115   28.720230    0.005358
    5645   26.224124   25.763716    0.016661
    5646   21.194589   21.478851    0.070181
    5647   28.171396   28.416066    0.006389
    5648   26.773482   26.876552    0.012944
    5649   25.188101   24.863963    0.023981
    5650   28.019406   27.967588    0.006893
    5651   29.865697   26.079926    0.022570
    5652   27.889354   27.418399    0.007791
    5653   31.117034   29.603651    0.003175
    5654   20.715262   20.024904    0.079083
    5655   29.345078   28.186856    0.004652
    5656   27.518691   27.016274    0.009497
    5657   29.104267   29.043117    0.003257
    5658   27.444558   27.153368    0.009562
    5659   27.668088   27.029573    0.009070
    5660   28.272062   28.562017    0.006048
    5661   27.976964   27.547004    0.007365
    5662   26.911607   27.131495    0.012239
    5663   27.809778   27.745773    0.007768
    5664   27.306688   26.964908    0.010290
    5665   29.553870   28.478585    0.003869
    5666   26.037229   26.002174    0.017500
    5667   28.826120   29.031431    0.004113
    5668   29.859443   29.394096    0.001859
    5669   28.586811   28.184447    0.005062
    5670   36.272412   28.863836    0.065358
    5671   24.669436   25.225109    0.028806
    5672   25.634673   25.324448    0.020522
    5673   26.736151   26.780959    0.013142
    5674   27.335711   28.809363    0.013678
    5675   29.361445   27.949417    0.005593
    5676   27.604604   27.326750    0.008800
    5677   27.718629   27.875949    0.008200
    5678   26.573607   25.922139    0.014866
    5679   27.559758   27.068245    0.009286
    5680   27.894973   27.900749    0.007400
    5681   29.467308   27.970223    0.005694
    5682   26.842064   27.075674    0.012636
    5683   29.830028   29.868698    0.001602
    5684   26.781929   26.869754    0.012891
    5685   28.010104   28.079999    0.006935
    5686   41.365517   33.832053    0.083719
    5687   29.062730   29.316960    0.003463
    5688   30.272164   30.957599    0.001547
    5689   25.620356   25.212715    0.020765
    5690   27.664217   27.259572    0.008676
    5691   28.769618   29.120194    0.004412
    5692   29.993114   29.459578    0.001719
    5693   27.714266   29.484468    0.013413
    5694   26.378426   25.943149    0.015633
    5695   24.285093   23.248611    0.034044
    5696   27.356982   26.631762    0.010748
    5697   27.162660   27.588642    0.011134
    5698   26.557261   26.913300    0.014420
    5699   28.088063   27.493726    0.007193
    5700   26.775695   27.068538    0.013067
    5701   26.172888   25.387656    0.017760
    5702   29.228484   27.768136    0.006160
    5703   29.053621   26.087729    0.016985
    5704   34.929950   29.193792    0.040759
    5705   27.509318   27.393015    0.009134
    5706   29.330059   28.393484    0.003990
    5707   23.600926   23.336625    0.038761
    5708   27.442829   27.706792    0.009545
    5709   31.321943   29.220883    0.005878
    5710   28.105318   26.707940    0.009751
    5711   28.815628   28.228511    0.004615
    5712   25.502570   24.830125    0.022215
    5713   26.634075   25.513147    0.016025
    5714   29.739357   28.840830    0.002953
    5715   28.187068   27.212529    0.007777
    5716   25.452581   24.485932    0.023563
    5717   23.410819   22.696262    0.041872
    5718   26.423647   25.209514    0.017735
    5719   29.332856   28.172452    0.004691
    5720   20.593297   20.305196    0.079943
    5721   27.145568   27.226718    0.010916
    5722   26.910617   26.105333    0.013315
    5723   27.803788   27.426808    0.008024
    5724   26.896423   26.028070    0.013584
    5725   25.234112   23.470060    0.029749
    5726   25.690063   25.528852    0.019979
    5727   26.167858   25.427327    0.017664
    5728   29.308094   27.788915    0.006208
    5729   27.925167   27.520678    0.007544
    5730   29.099603   27.176592    0.008934
    5731   27.978879   27.463090    0.007492
    5732   30.295816   30.789206    0.001196
    5733   28.222557   26.453516    0.011197
    5734   31.367926   28.415372    0.011570
    5735   28.670797   28.616988    0.004536
    5736   27.051615   26.507457    0.011919
    5737   27.897600   28.233984    0.007577
    5738   36.416029   32.163288    0.028466
    5739   28.155243   27.954507    0.006419
    5740   30.686316   29.047368    0.004109
    5741   26.433782   25.951214    0.015368
    5742   30.548071   28.912535    0.004265
    5743   28.104761   28.457909    0.006754
    5744   26.779017   26.386261    0.013171
    5745   26.138413   25.930997    0.016904
    5746   24.133121   22.774493    0.037261
    5747   27.843567   27.548876    0.007761
    5748   30.215167   29.815091    0.001192
    5749   29.936648   27.750241    0.008340
    5750   28.970683   27.815103    0.005681
    5751   22.717536   22.621120    0.048801
    5752   28.787944   27.695047    0.006028
    5753   28.560795   27.338277    0.007265
    5754   30.453407   30.954407    0.001004
    5755   28.100984   27.068473    0.008311
    5756   29.269513   28.364957    0.004056
    5757   28.506287   28.552657    0.005081
    5758   26.556565   25.172712    0.017712
    5759   26.453646   25.503647    0.016484
    5760   27.336189   28.151758    0.011089
    5761   27.355077   26.663093    0.010676
    5762   28.401635   27.437421    0.006932
    5763   24.451662   23.966809    0.030631
    5764   28.778101   28.870778    0.004207
    5765   26.910561   26.368490    0.012682
    5766   26.262863   25.632303    0.016758
    5767   26.964996   26.004545    0.013502
    5768   28.885224   28.160746    0.004683
    5769   27.265500   27.495562    0.010386
    5770   26.693380   25.634747    0.015421
    5771   29.331653   27.520621    0.007616
    5772   28.035501   27.970941    0.006831
    5773   26.620324   26.311957    0.013985
    5774   29.327971   28.159113    0.004733
    5775   27.850846   28.183243    0.007770
    5776   28.817241   28.008587    0.005091
    5777   27.865581   27.264630    0.008124
    5778   27.645434   26.525877    0.010607
    5779   27.953636   28.282843    0.007336
    5780   25.961341   25.439579    0.018535
    5781   27.579260   27.191608    0.009041
    5782   28.685666   28.111530    0.005001
    5783   27.982032   27.807828    0.007090
    5784   25.327449   25.532382    0.022748
    5785   26.023826   24.935231    0.019854
    5786   27.988845   26.911224    0.008931
    5787   25.717411   26.439236    0.020745
    5788   27.382216   27.195594    0.009777
    5789   29.616541   29.253755    0.002216
    5790   27.017620   27.362957    0.011789
    5791   28.177246   27.403187    0.007244
    5792   28.936780   27.689449    0.006125
    5793   22.359754   21.753133    0.054275
    5794   28.214785   28.511508    0.006269
    5795   25.040392   24.964813    0.024984
    5796   29.467351   28.901617    0.002825
    5797   27.697185   27.008600    0.009051
    5798   29.559246   29.241231    0.002294
    5799   27.904917   27.172783    0.008247
    5800   27.886833   25.856321    0.014324
    5801   35.591585   30.641091    0.032807
    5802   27.997163   27.611559    0.007223
    5803   28.231185   27.580379    0.006751
    5804   27.907992   26.992830    0.008736
    5805   39.592337   32.952933    0.064632
    5806   27.196968   26.112662    0.012697
    5807   26.981681   26.164930    0.012955
    5808   27.729073   27.267212    0.008470
    5809   23.319824   22.141856    0.044988
    5810   27.482985   26.974714    0.009676
    5811   27.916507   27.654689    0.007423
    5812   27.122711   27.864598    0.011987
    5813   26.553834   26.212242    0.014421
    5814   27.974116   27.128854    0.008253
    5815   27.487181   26.818697    0.009979
    5816   27.668996   27.803568    0.008409
    5817   24.168619   24.325085    0.032859
    5818   31.416200   30.387065    0.001401
    5819   32.870787   29.127404    0.017757
    5820   30.691053   30.274630    0.000644
    5821   29.395994   28.172278    0.004757
    5822   32.425906   29.891784    0.008293
    5823   28.489191   28.835079    0.005327
    5824   26.577971   25.833764    0.015077
    5825   39.136904   37.887869    0.026046
    5826   28.174843   27.955455    0.006356
    5827   36.305280   31.119902    0.036947
    5828   27.646079   28.362944    0.009348
    5829   24.790688   25.482633    0.028092
    5830   25.785367   25.215143    0.019875
    5831   26.765090   25.846330    0.014497
    5832   25.483651   25.119172    0.021724
    5833   29.416662   30.646675    0.004714
    5834   23.435102   22.636311    0.041902
    5835   30.726982   27.814064    0.012087
    5836   31.405583   27.279216    0.022632
    5837   31.715049   27.793381    0.020017
    5838   40.921690   32.049179    0.099129
    5839   24.787134   24.655293    0.027156
    5840   44.797538   34.772230    0.135531
    5841   28.150441   28.739657    0.006937
    5842   27.751803   27.059427    0.008816
    5843   29.062811   29.840371    0.004286
    5844   32.708626   28.942890    0.017945
    5845   28.235509   28.638386    0.006311
    5846   30.258654   31.346519    0.002568
    5847   24.676034   24.647121    0.028095
    5848   32.965599   27.600055    0.035807
    5849   31.224291   28.014689    0.013851
    5850   26.599963   26.140390    0.014318
    5851   36.054121   31.067083    0.034257
    5852   27.512085   27.433591    0.009108
    5853   31.153200   30.581592    0.000528
    5854   25.152231   25.302179    0.024103
    5855   45.275595   40.719845    0.086601
    5856   27.515601   27.450132    0.009088
    5857   60.144179   35.495899    0.495119
    5858   29.099058   28.023722    0.005032
    5859   26.872241   26.338064    0.012880
    5860   26.606313   27.291141    0.014749
    5861   27.611748   27.233985    0.008879
    5862   28.453468   25.695558    0.017508
    5863   31.822168   29.582604    0.006463
    5864   27.953069   26.692134    0.009794
    5865   25.378169   24.813008    0.022909
    5866   28.403358   28.393922    0.005436
    5867   30.831344   28.609675    0.007035
    5868   26.039946   25.753573    0.017635
    5869   28.605007   29.823414    0.007079
    5870   32.235116   31.649875    0.000635
    5871   31.026196   29.107294    0.005122
    5872   28.962823   28.077312    0.004852
    5873   27.045021   25.577536    0.015249
    5874   27.103944   27.635965    0.011618
    5875   24.264150   23.726265    0.032519
    5876   27.578389   27.403055    0.008842
    5877   27.151070   26.902581    0.010984
    5878   26.158571   27.484943    0.019994
    5879   27.933006   27.449757    0.007628
    5880   33.841332   33.006816    0.003226
    5881   26.920684   26.335241    0.012713
    5882   28.930613   28.465599    0.004070
    5883   31.562920   29.929534    0.003471
    5884   34.903859   34.611816    0.005259
    5885   27.085529   28.119085    0.013091
    5886   28.252300   27.827832    0.006276
    5887   29.325524   29.514937    0.002737
    5888   27.396618   27.199356    0.009714
    5889   29.139742   28.698777    0.003451
    5890   25.996187   23.833214    0.026785
    5891   24.600528   24.026337    0.029471
    5892   30.302749   29.384109    0.002032
    5893   25.812983   24.718853    0.021373
    5894   29.540974   29.029930    0.002571
    5895   25.106982   24.512123    0.025150
    5896   27.478266   26.975296    0.009689
    5897   27.627745   26.844792    0.009602
    5898   26.882687   27.162252    0.012452
    5899   27.856657   27.479523    0.007797
    5900   25.546490   24.515394    0.023096
    5901   28.222429   26.663732    0.010053
    5902   28.443137   28.004156    0.005603
    5903   26.792014   26.161330    0.013535
    5904   28.636125   28.093634    0.005107
    5905   26.022549   26.179336    0.017644
    5906   22.969970   23.330298    0.046038
    5907   28.969158   28.051941    0.004922
    5908   28.207928   27.284989    0.007536
    5909   30.470457   29.594493    0.001703
    5910   27.725461   27.947085    0.008211
    5911   26.278677   25.552157    0.016900
    5912   24.198079   23.630196    0.033231
    5913   28.251191   27.525944    0.006841
    5914   29.369154   29.603189    0.002660
    5915   29.713002   29.190212    0.002224
    5916   27.242628   27.423991    0.010466
    5917   28.950262   28.596017    0.003873
    5918   27.326274   25.720986    0.014468
    5919   26.713331   26.373025    0.013479
    5920   33.578747   32.870153    0.002491
    5921   33.945322   32.660521    0.004519
    5922   24.213456   23.933761    0.032543
    5923   24.355267   24.361896    0.031022
    5924   27.287353   26.484686    0.011302
    5925   25.987236   26.004957    0.017837
    5926   27.195961   26.071096    0.012860
    5927   28.392456   28.618816    0.005557
    5928   29.832823   29.579733    0.001687
    5929   29.029562   27.421868    0.007433
    5930   27.464641   26.689807    0.010350
    5931   29.291631   28.604158    0.003478
    5932   30.969926   30.221303    0.000945
    5933   23.350032   22.312517    0.043900
    5934   29.442125   28.404155    0.004014
    5935   23.109076   23.135587    0.044088
    5936   31.239624   31.805690    0.000483
    5937   28.453357   28.998557    0.005734
    5938   25.184737   25.808205    0.024585
    5939   30.833474   30.421965    0.000516
    5940   29.424206   29.378982    0.002451
    5941   28.594956   28.158706    0.005079
    5942   27.065058   26.210679    0.012614
    5943   26.574134   25.923714    0.014860
    5944   29.745628   29.162625    0.002256
    5945   28.489718   28.138431    0.005330
    5946   28.422594   27.306054    0.007365
    5947   27.945652   26.666205    0.009904
    5948   29.253382   27.577377    0.007119
    5949   39.303047   37.075976    0.029918
    5950   27.014310   26.708623    0.011760
    5951   26.178395   24.903769    0.019632
    5952   27.199288   26.359458    0.011861
    5953   26.790106   26.493404    0.012989
    5954   28.793430   28.099264    0.004897
    5955   24.414431   24.300410    0.030497
    5956   29.022370   28.677557    0.003658
    5957   28.317530   27.476821    0.006884
    5958   25.776928   25.599812    0.019364
    5959   27.380916   27.449206    0.009732
    5960   27.531277   25.499475    0.016087
    5961   25.097863   24.474507    0.025296
    5962   25.566983   25.769998    0.020916
    5963   29.127505   28.386721    0.004024
    5964   26.225356   26.125279    0.016274
    5965   22.648800   22.395060    0.049793
    5966   27.356302   26.753096    0.010471
    5967   21.335341   21.090465    0.067956
    5968   29.217126   30.269173    0.004623
    5969   28.088101   27.464326    0.007252
    5970   24.280444   24.537239    0.031874
    5971   29.259175   28.210186    0.004510
    5972   23.779224   23.526093    0.036864
    5973   25.433821   24.724223    0.022846
    5974   27.135643   26.261455    0.012298
    5975   27.272739   26.288209    0.011943
    5976   29.907478   30.724404    0.002420
    5977   24.967618   23.987439    0.027573
    5978   24.614206   23.838040    0.029930
    5979   27.641882   26.728129    0.009914
    5980   28.668236   28.299081    0.004754
    5981   32.428133   31.677553    0.001043
    5982   26.862125   26.559036    0.012590
    5983   23.787621   23.732848    0.036638
    5984   23.580463   23.331624    0.038962
    5985   27.938488   27.715416    0.007301
    5986   24.019955   23.961965    0.034276
    5987   28.496107   27.767537    0.005957
    5988   29.682387   27.754642    0.007363
    5989   26.965476   26.704980    0.011979
    5990   27.434549   26.882658    0.009987
    5991   28.200268   27.885406    0.006342
    5992   27.578551   27.013533    0.009331
    5993   22.330603   22.228401    0.053732
    5994   22.634121   23.138250    0.050455
    5995   25.542244   25.243313    0.021195
    5996   27.131487   25.902496    0.013635
    5997   25.436038   25.462821    0.021824
    5998   27.502098   27.297992    0.009215
    5999   28.362946   27.670697    0.006349
    6000   25.024309   25.106646    0.025120
    6001   27.197186   26.664616    0.011134
    6002   26.362518   26.599246    0.015486
    6003   26.397568   25.466308    0.016772
    6004   27.909361   27.682546    0.007425
    6005   28.094678   28.808210    0.007420
    6006   26.653955   26.497725    0.013659
    6007   29.298232   27.321538    0.008662
    6008   27.046645   26.428579    0.012097
    6009   25.164434   25.680587    0.024501
    6010   23.924119   24.297101    0.035545
    6011   23.837069   23.032591    0.037593
    6012   30.067894   30.215158    0.001220
    6013   27.194018   27.786137    0.011266
    6014   28.253427   27.143174    0.007979
    6015   27.628341   26.407142    0.011092
    6016   26.510011   26.741074    0.014571
    6017   27.418538   26.540194    0.010869
    6018   28.230532   27.079803    0.008218
    6019   27.585227   27.008721    0.009322
    6020   20.983145   20.490683    0.073991
    6021   28.499315   27.981296    0.005528
    6022   23.184056   21.973523    0.046755
    6023   27.538003   25.307028    0.017516
    6024   25.245080   25.214982    0.023314
    6025   25.421268   25.564808    0.021977
    6026   23.908062   23.312678    0.036195
    6027   27.314340   27.057042    0.010164
    6028   27.639278   27.472530    0.008559
    6029   25.557477   24.385758    0.023627
    6030   24.315851   23.639305    0.032394
    6031   27.212907   26.909705    0.010719
    6032   27.520092   27.775627    0.009172
    6033   30.105586   30.424527    0.001275
    6034   27.201733   26.843249    0.010840
    6035   26.184276   25.956062    0.016620
    6036   20.146350   19.828815    0.087802
    6037   27.035500   25.792842    0.014219
    6038   25.397966   24.614631    0.023345
    6039   26.329428   25.835656    0.016044
    6040   28.549114   28.125498    0.005216
    6041   27.100036   26.404238    0.011993
    6042   22.328222   22.378399    0.053743
    6043   25.761938   25.419253    0.019639
    6044   24.914758   24.713405    0.026109
    6045   28.106335   27.506428    0.007132
    6046   33.303815   32.095603    0.003135
    6047   29.559339   29.953739    0.002375
    6048   24.514925   25.098719    0.030274
    6049   25.969459   25.008843    0.019728
    6050   28.069087   29.155770    0.008618
    6051   29.213450   29.158513    0.002968
    6052   25.310177   24.390781    0.024505
    6053   28.432788   27.593083    0.006459
    6054   25.111511   25.221859    0.024413
    6055   25.750843   25.754417    0.019490
    6056   26.419823   26.568754    0.015066
    6057   23.397298   22.575898    0.042412
    6058   24.904355   25.096060    0.026189
    6059   24.730041   25.018810    0.027794
    6060   26.666149   27.626278    0.015212
    6061   27.555656   27.467119    0.008908
    6062   30.158385   28.308024    0.005934
    6063   27.718590   26.979011    0.009078
    6064   27.491676   28.124505    0.009877
    6065   20.576524   20.657371    0.079994
    6066   29.314454   29.284518    0.002711
    6067   28.769092   29.405538    0.004853
    6068   27.777952   27.697648    0.007909
    6069   24.078375   23.680772    0.034040
    6070   29.497646   29.348352    0.002314
    6071   26.143917   26.025615    0.016813
    6072   24.914407   24.146077    0.027257
    6073   27.458148   26.880241    0.009924
    6074   27.045557   26.192302    0.012716
    6075   25.735183   25.003642    0.020647
    6076   24.991816   24.173972    0.026761
    6077   33.112455   30.758389    0.007703
    6078   27.160442   26.515783    0.011555
    6079   25.954038   25.718878    0.018170
